name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
Charlie's Sandwich Shop,Theresa's Polish American Restaurant,86,"9216 3rd Avenue, Brooklyn",brooklyn,90
Suki Sushi,Yuki Sushi,90,"9208 3rd Avenue, Brooklyn",brooklyn,90
Kim Chee,Kim Fai Restaurant,86,"9324 3rd Avenue, Brooklyn",9324 3rd Ave,90
Gluten Free Food Brooklyn,Gluten Free Food Brooklyn,100,"9406 3rd Ave, store front, Brooklyn","9406 3rd Ave, store front",95
Best Lunch Restaurant,Restaurant,90,"9406 3rd Ave, basement, Brooklyn",brooklyn,90
Breakfast Restaurants,Restaurant,90,"9406 3rd Ave, first floor, Brooklyn",brooklyn,90
Healthy Lunch Near Me,Wimpsy's Restaurant Coffee Shop: Breakfast Lunch Dinner,86,"9406 3rd Ave, front, Brooklyn",brooklyn,90
Brunch Bay Ridge,Golden Bay Parkway Restaurant Inc,86,"9406 3rd Аvenue, Brooklyn",brooklyn,90
Best Delicious Food Brooklyn,Best Delicious Food Brooklyn,100,"9406 3rd Avenue, Brooklyn",brooklyn,90
The Wicked Monk,The Golden Glass Restaurant,86,"9510 3rd Avenue, Brooklyn",brooklyn,90
Baya Bar Bay Ridge,Bar Sol De Quito Restaurant II,86,"9417 3rd Avenue, Brooklyn",417 3rd Ave,90
Pipin's Pub,Theresa's Polish American Restaurant,86,"9023 3rd Avenue, Brooklyn",brooklyn,90
Nonno's Pizza,Pizza Pizza,95,"8816 3rd Avenue, Brooklyn",brooklyn,90
Bridgeview Diner,Diner,90,"9011 3rd Avenue, Brooklyn",brooklyn,90
Standard Burger,Go Burger by BLT restaurants Group,86,"8812 3rd Avenue, Brooklyn",brooklyn,90
West Shore Inn Steakhouse,C B Finger Licking Jamaican and West Indian Restaurant,86,"3955 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
494 Chicken,Kennedy Fried Chicken,86,"3785 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Michael's Meatball Shoppes,Moti's,86,"4085 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Blaze Lounge & Cafe,Cafe 47,86,"4164 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Showplace Entertainment Center,Jonaki Caterers Restaurant (formerly Steve's Utica Jerk Center),86,"141 East Service Road, Staten Island",2670 Coney Island Ave,86
El Pollo,El Pollo Restaurant,90,"4168 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Bagel Cafe,Stars Cafe & Restaurant,86,"6734, 3579 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Taqueria Mexican Restaurant,Tequila Mexican Restaurant,91,"3579 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Casanova,Casanova Family Italian Restaurant & Pizzeria,90,"3555 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Maynila,Manila Bar & Restaurant,77,"3555 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Ti Amo Pizza,Pizza Pizza,95,"3555 Victory Boulevard, Staten Island",2670 Coney Island Ave,86
Dynasty Taste,Taste,90,"77 Richmond Hill Road, Staten Island",2670 Coney Island Ave,86
Bario's,Bario's,100,"446 Nome Avenue, Staten Island",311 Avenue X,86
Miller's Ale House - Staten Island,Moti's,86,"2883 Richmond Avenue, Staten Island",Richmond Avenue,90
Gino's Villa Monte Pizzeria,Gino's Villa Monte Pizzeria & Restaurant,95,"2811 Richmond Avenue, Staten Island",Richmond Avenue,90
Jersey Mike's Subs,Theresa's Polish American Restaurant,86,"2795 Richmond Avenue, Staten Island",Richmond Avenue,90
Brothers Halal,Halal,90,"1031-, 1045 Richmond Avenue, Staten Island",Richmond Avenue,90
Sakai Ramen and Izakaya,Ambrosia Italian and Albanian Restaurant,86,"965 Richmond Avenue ste f, Staten Island",Richmond Avenue,90
Umi Sushi & Hibachi,Umi Sushi,90,"939 Richmond Avenue, Staten Island",Richmond Avenue,90
Yum Yum,Yum Bakery,95,"1778 Forest Avenue, Staten Island",Forest Avenue,90
The Greek Avocado @ Mikes Dakota diner,Diner,90,"921 Richmond Avenue, Staten Island",Richmond Avenue,90
Smoke shop & Tobacco,Loma restaurant and coffee shop,86,"136 New Dorp Lane, Staten Island",4417 New Utrecht Ave,86
Cantina Mexicana,Mexicana,90,"140 New Dorp Lane, Staten Island",4417 New Utrecht Ave,86
Giacomo's Pizzeria & Restaurant,Pizzeria & Restaurant,95,"170 New Dorp Lane, Staten Island",4417 New Utrecht Ave,86
Brioso,Sabrioso Deli Market,90,"174 New Dorp Lane, Staten Island",4417 New Utrecht Ave,86
Pizza di molise,Pizza Pizza,95,"309 Bradley Avenue, Staten Island",196 23 Jamaica Avenue,86
Star Park,Star,90,"6201 20th Avenue, Brooklyn",brooklyn,90
Rona Food Corporation,Food Corp,90,"6113 20th Avenue, Brooklyn",6113 20th Ave,90
Verona on the Grill,Golden Krust Caribbean Bakery and Grill,86,"6113 20th Avenue, Brooklyn",6113 20th Ave,90
Tasty Garden,Kan's Tasty Garden Restaurant,90,"6415 20th Avenue, Brooklyn",6415 20th Ave,90
La Cemita,La Strada Pizzeria & Restaurant,86,"6417 20th Avenue, Brooklyn",6417 20th Ave,90
Europa Pizzeria,La Strada Pizzeria & Restaurant,86,"6423 20th Avenue, Brooklyn",brooklyn,90
E Dim Sum,K K Coffee Dim Sum,90,"2006 65th Street, Brooklyn",65th street,90
Golden City 煌嘉囍宴,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"6418 20th Avenue, Brooklyn",brooklyn,90
Tova Kosher Pizza,Tov Kosher Pizza,97,"4514 13th Avenue, Brooklyn",4514 13th Ave,90
Benny's Famous Pizza,Benny's Famous Pizza,100,"4514 13th Avenue, Brooklyn",4514 13th Ave,90
China Glatt,China Gourmet Chinese Restaurant,86,"4413 13th Avenue, Brooklyn",brooklyn,90
Upside Now!,Southside Coffee,63,"4621 13th Avenue, Brooklyn",brooklyn,90
Amnon's Kosher Pizza,Kosher Pizza,90,"4814 13th Avenue, Brooklyn",brooklyn,90
Falfamania,Mangia,82,"4305 12th Avenue, Brooklyn",brooklyn,90
Orchidea Restaurant,Restaurant,90,"4815 12th Avenue, Brooklyn",brooklyn,90
Spoons,Spoons Restaurant,90,"5001 13th Avenue, Brooklyn",5001 13th Ave,90
Asia Glatt Kosher,Asia Glatt Kosher,100,"4813 New Utrecht Avenue, Brooklyn",4813 New Utrecht Ave,90
Nu Cafe 47,Cafe 47,95,"4709 New Utrecht Avenue, Brooklyn",4709 New Utrecht Ave,90
Sesame - Boro Park,Miller's Ale House - Rego Park,86,"5024 13th Avenue, Brooklyn",brooklyn,90
Santos 2,Santos Restaurant,86,"4718 New Utrecht Avenue, Brooklyn",4718 New Utrecht Ave,90
Yi's Sandwich Shop,Theresa's Polish American Restaurant,86,"1211 McDonald Avenue, Brooklyn",brooklyn,90
Sungai Malaysian Cuisine,Annie Chan's Japanese Cuisine Restaurant,86,"6218 18th Avenue, Brooklyn",18th Avenue,90
Jin Jin Hong Kong Cafe,Hong Kong,90,"6224 18th Avenue, Brooklyn",18th Avenue,90
Naim Kosher Pizza,Kosher Pizza,95,"3904 15th Avenue, Brooklyn",5th Avenue,90
Noshers,Pongal Kosher South Indian Vegetarian Restaurant,77,"4312 15th Avenue, Brooklyn",5th Avenue,90
Freund's Kitchen,Theresa's Polish American Restaurant,86,"4305 15th Avenue, Brooklyn",5th Avenue,90
Sushi K Bar,El Morro Restaurant & Bar,86,"4120 16th Avenue, Brooklyn",brooklyn,90
Matamin Kosher Products Co.,Benny's Kosher Pizza Falafel & Dairy Restaurant,86,"4302 16th Avenue, Brooklyn",brooklyn,90
Three Flavors Dumpling King Inc.,Flavors Restaurant,86,"6308 18th Avenue, Brooklyn",18th Avenue,90
Umai Ramen,Ajisen Ramen,73,"6320 18th Avenue, Brooklyn",18th Avenue,90
J & V Pizzeria,J & V Pizzeria,100,"6322 18th Avenue, Brooklyn",18th Avenue,90
Sandwich King Deli,Sandwich King,95,"146-25 Northern Boulevard, Flushing",46-25,90
Aladin Lamb BBQ,Ding BBQ and Hot Pot Restaurant,86,"42-32 162nd Street, Flushing",Street,90
Malien Group Inc,Sunshine Restaurant Food & Catering Inc,86,"4205 162nd Street, Flushing",Street,90
New Asian,New Asian Restaurant,90,"41-24 162nd Street, Flushing",41-24,90
Hainan,Chinantla Restaurant,75,"41-25 162nd Street, Flushing",Street,90
Pelicana Chicken - Flushing,Chicken Festival,86,"41-23 162nd Street, Flushing",Street,90
Zu Rang Restaurant,Restaurant,90,"4114 162nd Street, Flushing",Street,90
Dongwon Sushi & Tuna,Umi Sushi,86,"41-19 162nd Street, Flushing",Street,90
Parksanbal Babs,Balboa,75,"41-10 162nd Street, Flushing",Street,90
Hansol Food,Hansol Food,100,"41-06 162nd Street, Flushing",41-06 162nd St,90
Nalmada Pocha,Alma,90,"41-04 162nd Street, Flushing",Street,90
Somoon Corporation.,Guang Zhou Resturant (formerly Perfect Team Corporation),86,"4104 162nd Street, Flushing",Street,90
La Nueva Amistad,La Strada Pizzeria & Restaurant,86,"40-29 162nd Street, Flushing",Street,90
Fratelli's Pizzeria,Fratelli's,90,"4036 162nd Street, Flushing",Street,90
Steve's Coffee Shop,Steve's Coffee Shop,100,"4034 162nd Street, Flushing",Street,90
Soolmokgo,Elmo,68,"162-8 Northern Boulevard, Flushing",147-18 Northern Blvd,86
고려당(Koryodang),Koryodang Bakery & Cafe,86,"41-06 163rd Street, Flushing",Street,90
Song's Family Food,Song's Family Food,100,"162-20 Northern Boulevard, Flushing",147-18 Northern Blvd,86
chuanzhuren hot pot & BBQ,Hot Pot Jamaican & American Restaurant,86,"149-52 41st Avenue, Flushing",1st ave.,90
Sambak Sambabzip,Alma,68,"41-11 150th Street, Flushing",41-11 150th St,90
Hanshin Pocha (한신포차),Ocha,90,"149-46 41st Avenue 1 Fl, Flushing",1st ave.,90
Dammion - 담미온,Amma,68,"149-44 41st Avenue, Flushing",149-44 41st Ave,90
N.Y and Seoul,Ghoroa Sweets and Restaurant,86,"4105 150th Street, Flushing",50th St.,90
뉴역전구이,403 Restaurant,0,"41-5 150th Street, Flushing",50th St.,90
Mekong,Mekong Thai & Vietnamese Restaurant,90,"15632 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Mail Garden,mail garden restaurant,90,"149-32 41st Avenue, Flushing",1st ave.,90
Gu Wol San,San Soo Kap San,86,"156-28 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Ssam Tong Korean BBQ,146-13 Northern Blvd Korean Restaurant,86,"41-08 149th Place, Flushing",41-87 Bowne St,86
Han Joo,Han Joo,100,"41-06 149th Place, Flushing",41-06 149th Pl,90
Mapo | Korean BBQ Flushing | Korean Restaurant | 마포 숯불갈비 플러싱 맛집,Korean Restaurant,90,"149-24 41st Avenue, Flushing",1st ave.,90
One for the Road,One Point Five Restaurant,86,"40-25 150th Street, Flushing",50th St.,90
Jang Dok Dae Korean,146-13 Northern Blvd Korean Restaurant,86,"149-22 41st Avenue, Queens",1st ave.,90
Heungbune 흥부네,Blue,68,"149-22 41st Avenue, Flushing",1st ave.,90
KangTong,Tuang Thong,74,"149-20 41st Avenue, Queens",1st ave.,90
Joong Koog Jip,Go Hyang Jip Korean Food Market,86,"149-08 41st Avenue, Flushing",1st ave.,90
Chinese House,King Chinese Restaurant,86,"14908 41st Avenue, Flushing",1st ave.,90
Las Juanas Restaurant Asadero,Las Juanas Restaurant Asadero,100,"9515 Northern Boulevard, Jackson Heights",147-18 Northern Blvd,86
Cheng Garden,Garden 13 Dairy Restaurant and Pizza,86,"9422 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Cafe Rubio,Rubio's Cafe,95,"9805 Northern Boulevard, Corona",147-18 Northern Blvd,86
Grano de Café,Bar Sol De Quito Restaurant II,86,"9812 Northern Boulevard, Corona",147-18 Northern Blvd,86
The King of Taco,C&L Of East Ocean Restaurant,86,"9017 31st Avenue, East Elmhurst",9017 31st Ave,90
Nueva Fuente,La Nueva Colombia Restaurant,86,"98-18 Northern Boulevard, Queens",85-18 Northern Boulevard,88
111 Deli Stop Corp,111 Deli Stop Corp,100,"110-21 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Rainhas Churrascaria,Churrascaria Plataforma,71,"108-01 Northern Boulevard, Corona",147-18 Northern Blvd,86
Capelli's Cafe,Theresa's Polish American Restaurant,86,"107-11 Northern Boulevard, Corona",147-18 Northern Blvd,86
El Fogon Costeno,EL FOGON COSTENO RESTAURANT,90,"10912 Northern Boulevard #1344, Corona",147-18 Northern Blvd,86
La Roja de Todos,La Roja de Todos Restaurant & Bakery,90,"10802 Northern Boulevard, Corona",147-18 Northern Blvd,86
Polanco's,Polanco's Restaurant,90,"33-13 108th Street, Corona",Street,90
La Esquina del Sabor,La Strada Pizzeria & Restaurant,86,"99-01 Northern Boulevard, Corona",147-18 Northern Blvd,86
Manta Llave Del Mar,El Monstro del Sazon Pizzaria & Restaurant,86,"9912 Northern Boulevard, Flushing",147-18 Northern Blvd,86
El TRI MX Restaurant & Bar,El TRI MX Restaurant & Bar,100,"99-12 Northern Boulevard, Corona",147-18 Northern Blvd,86
Caridad Restaurant,Caridad Restaurant,100,"100-02 Northern Boulevard, Flushing",147-18 Northern Blvd,86
El Pailon,El Morro Restaurant & Bar,86,"100-08 Northern Boulevard, Corona",147-18 Northern Blvd,86
Montañita Restaurant,Restaurant,90,"100 14 Northern Boulevard, Corona",147-18 Northern Blvd,86
Rams Deli and Grill,deli and grill,95,"203-01 Hollis Avenue, Jamaica",107-01 37th Ave,86
New pizza place,Pizza Place,95,"20527 Hollis Avenue, Jamaica",20527 Hollis Ave,90
Hops Kitchen,Halal Chinese Kitchen,86,"109-69 Francis Lewis Boulevard, Queens Village",Cristofordo Columbo Boulevard,86
Auntie Coleen's Kitchen LLC,Moti's,86,"11329 205th Street, St. Albans",Street,90
Maxine On the Boulevard,Max,90,"11333 Farmers Boulevard, New York",New York,90
LabadI Restaurant & Lounge (CORMIER)),Restaurant,90,"207-13 Jamaica Avenue, Queens Village",Jamaica ave,90
D ROTI HUT,Roti Corner Restaurant,86,"20801 Jamaica Avenue, Queens",Jamaica ave,90
La Tuna,El Maguey y La Tuna,90,"557 Kings Highway, Brooklyn",brooklyn,90
Kosha Ro Sushi,Ginpachi Sushi Restaurant,86,"1878 East 4th Street, Brooklyn",brooklyn,90
Slices of Brooklyn,C&L Of East Ocean Restaurant,86,"549 Kings Highway, Brooklyn",brooklyn,90
Tam Tam Express,Cam Tak Express Restaurant,86,"1637 East 17th Street, Brooklyn",brooklyn,90
Mint Brooklyn,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"535 Kings Highway, Brooklyn",brooklyn,90
El Pollo,El Pollo Restaurant,90,"1869 East 3rd Street, Brooklyn",brooklyn,90
David's restaurant,David's Restaurant,100,"539 Kings Highway, Brooklyn",brooklyn,90
Adam's Deli On The Corner,Deli,90,"525 Kings Highway, Brooklyn",brooklyn,90
Siena,Sensa,80,"533 Kings Highway, Brooklyn",brooklyn,90
Think Sweet Cafe,Cafe 47,86,"546 Kings Highway, Brooklyn",brooklyn,90
Pita Sababa,Pasha Pizza Pita Grill,86,"540 Kings Highway, Brooklyn",brooklyn,90
Kosher Sushi Delivery,Deli,90,"1802 E19 ocean pkwy, Brooklyn",brooklyn,90
Season,Season Restaurant,90,"1321 Avenue U, Brooklyn",1321 Avenue U,90
J&M Pizza II,J-M Pizza II,100,"1323 Avenue U, Brooklyn",Avenue U,90
Luigi's Pizza,Luigi's Pizza,100,"1615 Avenue U, Brooklyn",Avenue U,90
Three Star,Star,90,"1611 Avenue U, Brooklyn",1611 Avenue U,90
Golden Z,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"1410 Avenue U, Brooklyn",1410 Avenue U,90
El Mexicano Mexican Restaurant NY,El Mexicano,90,"2102 East 15th Street, Brooklyn",brooklyn,90
La Villita,La Villita Restaurant,90,"1249 Avenue U, Brooklyn",Avenue U,90
Pho Vietnam,Phở Vietnam,91,"1243 Avenue U, Brooklyn",Avenue U,90
Da E Net,E and J Restaurant,86,"1223 Avenue U, Brooklyn",Avenue U,90
Taco Keto,Mister Taco Mexican Restaurant,86,"1702 Avenue U, Brooklyn",Avenue U,90
Wing Hing Seafood Restaurant,Wing Hing Seafood Restaurant,100,"1217 Avenue U, Brooklyn",1217 Avenue U,90
Fortuna,Fortuna,100,"1223 Avenue U, Brooklyn",Avenue U,90
金湷园酒家 JIN CUN YUAN RESTAURANT,Restaurant,90,"1232 Avenue U, Brooklyn",Avenue U,90
Oasis Cafe,Oasis Cafe,100,"2689 Coney Island Avenue, Brooklyn",brooklyn,90
Caspiy,Lucas Pizza,75,"1309 Avenue Z, Brooklyn",brooklyn,90
Halal food court,Halal Food,90,Brooklyn,brooklyn,100
Osaka Sushi Express,Umi Sushi,86,"1328 Sheepshead Bay Road #3920, Brooklyn",brooklyn,90
Romanoff,Romanoff Restaurant,90,"2670 Coney Island Avenue, Brooklyn",2670 Coney Island Ave,90
Bassett Caterers,Jonaki Caterers Restaurant (formerly Steve's Utica Jerk Center),86,"1404 Avenue X, Brooklyn",brooklyn,90
TETE-A-TETE,a taberna Portuguese restaurant,86,"2601 East 14th Street, Brooklyn",brooklyn,90
Foteh's Tandoori,Theresa's Polish American Restaurant,86,"2650 Coney Island Avenue, Brooklyn",brooklyn,90
La Bella Pizza,La Bella Pizza,100,"2650 Coney Island Avenue, Brooklyn",brooklyn,90
HABIBI MOROCCAN HALAL FOOD & SMOOTHIES,Halal Food,90,"2616 East 15th Street, Brooklyn",brooklyn,90
Yardies Jerk,Jerk-A-Rona Restaurant and Grill,86,"198-18 Linden Boulevard, Queens",147-18 Northern Blvd,86
Latty's Healthy Eaters,Theresa's Polish American Restaurant,86,"19910 Linden Boulevard, Jamaica",19625 Jamaica Ave,86
Sea Level Sea and Soul,Sea,90,"114-32 Farmers Boulevard, St. Albans",1100 60th St,86
Boulevard Fish & Chips,Fish,90,"113-33 Farmers Boulevard, Jamaica",196 23 Jamaica Avenue,86
Malibu Iguana,Li Li,86,"17826 Jamaica Avenue, Jamaica",17826 Jamaica Ave,90
Numidia halal food,Halal Food,90,"Hillside ave, 175th Street, Jamaica",Hillside Ave.,90
Benny's Pizza,Pizza Pizza,95,"175-63 Hillside Avenue, Jamaica",Hillside Avenue,90
Abuela Tamales,Abuela Antonia Mexican Restaurant,86,"175-21 88th Avenue, Jamaica",8th Ave.,90
BBQ Village,Korean BBQ Restaurant,86,"181-12 Hillside Avenue, Jamaica",Hillside Avenue,90
Roti Corner,Roti Corner Restaurant,90,"18018 Hillside Avenue, Jamaica",Hillside Avenue,90
Lin's Number One,Theresa's Polish American Restaurant,86,"17937 Hillside Avenue, Queens",17937 Hillside Ave,90
Golden Chicken,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"17944 Hillside Avenue, Jamaica",Hillside Avenue,90
Adana Turkish Grill,Golden Krust Caribbean Bakery and Grill,86,"178-25 Hillside Avenue, Jamaica",178-25 Hillside Ave,90
Omiya Sushi,Ginpachi Sushi Restaurant,86,"2317 Avenue U, Brooklyn",Avenue U,90
Sango Sushi,Ginpachi Sushi Restaurant,86,"1708 East 16th Street, Brooklyn",brooklyn,90
Jin,Jin Cheng Restaurant,90,"1708 East 16th Street, Brooklyn",brooklyn,90
Paraiso Azteca,Azteca,90,"1681 East 16th Street, Brooklyn",brooklyn,90
King's Pizza,King's Pizza,100,"1688 East 16th Street, Brooklyn",brooklyn,90
New Lan King,Lan King,90,"1690 East 16th Street, Brooklyn",brooklyn,90
Best Halal Gyro and Grill,Halal,90,"Corner Of East 16 Street And, Kings Highway, Brooklyn",brooklyn,90
Tacos Lino's,Theresa's Polish American Restaurant,86,"Kings Hwy & E 15 st, Brooklyn",brooklyn,90
Fruits-A-Plenty Inc,a taberna Portuguese restaurant,86,"1507 Kings Highway, Brooklyn",brooklyn,90
Perizia Kosher Pizza,Perizia Kosher Pizza,100,"1626 East 16th Street, Brooklyn",brooklyn,90
Yum Yummy,Yummy Yummy,95,"1624 East 16th Street, Brooklyn",brooklyn,90
Meraki Hummus & Juice,Smooth Taste Restaurant-Juice Bar,86,"1671-73A East 13th Street, Brooklyn",brooklyn,90
Pirosmani,Mangia,72,"2222 Avenue U, Brooklyn",Avenue U,90
Spiro's,Spiro's Food Truck,90,"2103 Avenue U, Brooklyn",2103 Avenue U,90
Simply Sweet | Raw & Vegan Desserts,Sweet Rice,86,"2106a Avenue U, Brooklyn",Avenue U,90
Gabby's,Gabby's Coffee Shop,90,"101 Ditmas Avenue, Brooklyn",brooklyn,90
Old Baku,Old Brooklyn Pizza Restaurant,86,"115 Ditmas Avenue, Brooklyn",brooklyn,90
Family Garden,New 888 Family Garden Restaurant,90,"111 Ditmas Avenue # A, Brooklyn",brooklyn,90
Corner Cafe,94 Corner Cafe,95,"2 Ditmas Avenue, Brooklyn",brooklyn,90
One Two Free Sushi,Number One Chinese Restaurant,86,"318 Cortelyou Road, Brooklyn",brooklyn,90
Randazzo Pizzeria,La Strada Pizzeria & Restaurant,86,"306 Ditmas Avenue, Brooklyn",306 Ditmas Ave,90
Ginger House Vegan,Hunan House Chinese Restaurant,86,"310 Ditmas Avenue, Brooklyn",310 Ditmas Ave,90
Tandir Kebab,Istanbul Restaurant Fish & Kebab,86,"312 Ditmas Avenue, Brooklyn",brooklyn,90
Cafe Samarkand,Stars Cafe & Restaurant,86,"413 Cortelyou Road, Brooklyn",brooklyn,90
Golden Stars,Golden Star,96,"4303 16th Avenue, Brooklyn",4303 16th Ave,90
David’s Pizzeria & Restaurant,Pizzeria & Restaurant,95,"418 Ditmas Avenue, Brooklyn",brooklyn,90
Taj Kebab,Istanbul Restaurant Fish & Kebab,86,"414 Ditmas Avenue, Brooklyn",414 Ditmas Ave,90
Emir Palace,China palace chinese restaurant,86,"4210 18th Avenue, Brooklyn",18th Avenue,90
465 ocean parkwy,C&L Of East Ocean Restaurant,86,"465 Ocean Parkway Service Road, Brooklyn",brooklyn,90
Mashallah Sweets and Restaurant,Mashallah,90,"663 Coney Island Avenue, Brooklyn",663 Coney Island Ave,90
Mashallah Halal Restaurant,Mashallah,90,"663 Coney Island Avenue, Brooklyn",663 Coney Island Ave,90
Shandar,Shandar Sweet & Restaurant,90,"679 Coney Island Avenue, Brooklyn",679 Coney Island Ave,90
Hadi Restaurant,Hadi Restaurant,100,"683 Coney Island Avenue, Brooklyn",683 Coney Island Ave,90
Punjab Restaurant,Raj Sohna Punjab Restaurant,90,"691 Coney Island Avenue, Brooklyn",brooklyn,90
Andrew’s Classic BKLYN Luncheonette,Moti's,86,"1017 Cortelyou Road, Brooklyn",brooklyn,90
The Castello Plan,The Golden Glass Restaurant,86,"1213 Cortelyou Road, Brooklyn",brooklyn,90
Pizza Central of Brooklyn,Pizza Central of Brooklyn,100,"941 McDonald Avenue, Brooklyn",941 McDonald Ave,90
China Dragon,China Dragon Restaurant,90,"4320 18th Avenue, Brooklyn",18th Avenue,90
Chapimex Deli,Chapimex Deli,100,"943 McDonald Avenue, Brooklyn",brooklyn,90
Trini Breakfast Shed,Wimpsy's Restaurant Coffee Shop: Breakfast Lunch Dinner,86,"3209 Church Avenue, Brooklyn",3209 Church Ave,90
AZ Deli,AZ Deli,100,"3301 Church Avenue, Brooklyn",brooklyn,90
Flame Gyro,"Airways Pizza, Gyro & Restaurant",86,"2701 Church Avenue, Brooklyn",brooklyn,90
