,name,place_id,rating,types,user_ratings_total,price_level,geometry,vicinity,Latitude,Longitude
61,Wing Xin Chinese Restaurant Chinese Food & Texas-Mexican Food,ChIJy95n7zpFwokRC1bsob6uChw,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"60th Street, Brooklyn",40.62735289999999,-73.9963242
62,El Buffalito Grill,ChIJabGJkjpFwokRkXKSVYGqmmY,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",58.0,1.0,,"6012 New Utrecht Avenue, Brooklyn",40.627398,-73.996901
63,Sabor Andino,ChIJ8QCwujtFwokR0c96Cw_Jhk4,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",163.0,2.0,,"6314 14th Avenue, Brooklyn",40.6256748,-73.9986294
64,Santos,ChIJ1znuySRFwokRTWlK312LU1c,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.0,,,"1535 62nd Street, Brooklyn",40.62462919999999,-73.99425289999999
65,Burger King,ChIJnfqnljtFwokRWFjr0cPFYik,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",795.0,1.0,,"6413 14th Avenue, Brooklyn",40.6247306,-73.99890830000001
66,Tacos Oaxaca,ChIJ391wdgxFwokRNsY7r684oVY,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,,,"6426 New Utrecht Avenue, Brooklyn",40.6239861,-73.99785969999999
67,Mario's Pizza & Restaurant,ChIJBcXJlDtFwokRnmjo5ILFkf4,3.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",116.0,1.0,,"6424 14th Avenue, Brooklyn",40.6248411,-73.9993301
68,China Royal,ChIJoa8C7DtFwokR5cme40iPDnQ,3.9,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",62.0,1.0,,"1377 65th Street, Brooklyn",40.6249548,-73.9994603
69,Dunkin',ChIJI9Mu7jtFwokRNru5VxljyNk,3.8,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",184.0,1.0,,"6502 14th Avenue, Brooklyn",40.624598,-73.99968
70,Anita's,ChIJHYD97CRFwokRn0vY19svqv0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,,"6100 16th Avenue, Brooklyn",40.624283,-73.992763
71,El Maya Coffee and Restaurant,ChIJSwo178xFwokR1FY6aG8ny3M,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,,,"6602 14th Avenue, Brooklyn",40.6240878,-74.0002351
72,Cafe Pobeda,ChIJ3blGNDBFwokR9n92csKLHGk,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,,,"5610 New Utrecht Avenue #4631, Brooklyn",40.630615,-73.995976
73,Meze,ChIJZY5EPzlFwokRNeTcmPu579Q,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",349.0,2.0,,"6601 13th Avenue, Brooklyn",40.6252103,-74.0020775
74,Taste 'n Toast,ChIJIZ1iWDvxZUARFTFQdNz__zY,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,,,"5516 New Utrecht Avenue, Brooklyn",40.6310003,-73.9957932
75,Taquitos Mexico NY,ChIJ_TYSoz5FwokRNgNHjmtgiuc,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",373.0,1.0,,"6720 14th Avenue, Brooklyn",40.6231108,-74.0011705
76,Kim Ess Doo,ChIJo8qv7ZZFwokRDyIWbbdbAT4,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",118.0,1.0,,"5507 13th Avenue, Brooklyn",40.6312492,-73.9957671
77,Big Fleishig's Express,ChIJYTGvVy9FwokRvhXzOxC0jDA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",227.0,2.0,,"5508 16th Avenue, Brooklyn",40.62756809999999,-73.9894073
78,El Divino Rey Mexican Restaurant,ChIJt5VjZ0tFwokRzJ1HJf8gxb4,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",49.0,,,"6808 New Utrecht Avenue, Brooklyn",40.62107899999999,-73.99866999999999
79,China king,ChIJUwi0cbtFwokRYM7BKM1pPuc,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,,6805 New Utrecht Avenue,40.62095770000001,-73.9982225
80,Yi's Sandwich Shop,ChIJQQYdR9pEwokRYCohrDylvak,4.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,,"1211 McDonald Avenue, Brooklyn",40.623785,-73.975523
81,Double Dragon,ChIJIzZYP9pEwokRB-aACpMC6gM,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",24.0,,,"1207 McDonald Avenue, Brooklyn",40.6239272,-73.9755155
83,Bh Food Corporation,ChIJ6VdhUNhEwokRCYgAaTATOrY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,,"1914 53rd Street, Brooklyn",40.6242457,-73.98069799999999
84,"Pizza, Bagel, Burger",ChIJlzbNvNBEwokRYXVZhJ3_uVo,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,,,"1117 McDonald Avenue, Brooklyn",40.6261605,-73.9759095
85,McDonald Avenue Diner,ChIJ0VPdutBEwokRh1vLRGZEkvE,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",138.0,1.0,,"1111 McDonald Avenue, Brooklyn",40.6262473,-73.9760999
87,Dunkin',ChIJCUQRt9BEwokRbGcY-QwDkvw,3.2,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",46.0,1.0,,"1080 McDonald Avenue, Brooklyn",40.62662040000001,-73.97686259999999
90,Verona on the Grill,ChIJv_d_cCBFwokReDkszvnYsjM,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",41.0,1.0,,"6113 20th Avenue, Brooklyn",40.6183526,-73.9836687
91,Rona Food Corporation,ChIJv_d_cCBFwokRbwnIrac5ZsA,5.0,"['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1.0,,,"6113 20th Avenue, Brooklyn",40.6183406,-73.9836648
95,Star Park,ChIJq6rZbCBFwokRkW7bvZi-Mzk,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,,,"6201 20th Avenue, Brooklyn",40.61803219999999,-73.9839327
97,Golden Dynasty,ChIJNbpEQ-BEwokRdlNMRGinEyk,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",89.0,1.0,,"6316 Bay Parkway, Brooklyn",40.614802,-73.98080569999999
98,Veggies Inc,ChIJEdy4-SdFwokRnp7RwBpwHSY,4.7,"['convenience_store', 'grocery_or_supermarket', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",9.0,,,"5301 18th Avenue, Brooklyn",40.625856,-73.9832038
100,City cafe kosher,ChIJJbfp2qhFwokRX2j5UjFrzgE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,,"4923 18th Avenue, Brooklyn",40.62779149999999,-73.9812671
102,Glatt A La Carte,ChIJJwEg-ddEwokROudgJLI-Kt0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",893.0,2.0,,"5123 18th Avenue, Brooklyn",40.6265615,-73.9824403
103,Los Chocomiles,ChIJfcbdSBFFwokRtOXmvmwRtug,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,,"976 McDonald Avenue, Brooklyn",40.629978,-73.9773146
105,MSL Estates,ChIJQRu7JihFwokRaK9Do43L4i0,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,,"1725 51st Street, Brooklyn",40.62813999999999,-73.98333579999999
107,U & I,ChIJ29lyANREwokRiIRCgV_RoNM,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",69.0,1.0,,"4409 18th Avenue, Brooklyn",40.6304533,-73.9774157
108,Mendelsohn's Pizza,ChIJwVMEqNZEwokR1qji1JdAy3s,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",872.0,1.0,,"4418 18th Avenue, Brooklyn",40.630675,-73.977823
109,Vaad Hachnosas Orchim Guest,ChIJTQCkEChFwokRe-u4uPXeCaA,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,,"1733 52nd Street, Brooklyn",40.627495,-73.983761
112,Chapimex Deli,ChIJdX6l-dNEwokRGfNMln_9VUg,4.2,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",47.0,,,"943 McDonald Avenue, Brooklyn",40.63109499999999,-73.976896
113,Pizza Central of Brooklyn,ChIJ_1zI-dNEwokREURnfunMJaA,3.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",64.0,1.0,,"941 McDonald Avenue, Brooklyn",40.63115,-73.97691
114,Green Pavilion Restaurant,ChIJ_WcjoclFwokRq59HoZKBeqc,4.6,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",7.0,,,"4307 18th Avenue ste a, Brooklyn",40.6308994,-73.97616169999999
115,China Dragon,ChIJaWWW8NNEwokRK1Ub0ei1GOY,3.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",84.0,1.0,,"4320 18th Avenue, Brooklyn",40.63119689999999,-73.9766197
116,Glatt Kosher Family,ChIJMXst5NNEwokRZ9Z880cO9wk,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",320.0,1.0,,"4305 18th Avenue, Brooklyn",40.6310169,-73.97609489999999
118,JII Pizza,ChIJ1_WnoidFwokRReO1uB00pgU,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",194.0,1.0,,"5502 18th Avenue, Brooklyn",40.62492200000001,-73.984667
120,Sushi Crave,ChIJC_Y6boRFwokRHDmtJyl3aSQ,,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,,"5222 16th Avenue, Brooklyn",40.62896629999999,-73.987912
121,Kaff Kafe,ChIJtwa5tyhFwokRVnJSVx4xyws,4.5,"['meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",318.0,2.0,,"5320 16th Avenue, Brooklyn",40.62848549999999,-73.9883852
122,Sushi Glatt,ChIJdWo8p9tFwokRZvXvQ2MxOSs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,,"5009 16th Avenue, Brooklyn",40.6301102,-73.98618239999999
123,Moti's,ChIJRxX1CClFwokRhxDzLH1JHTE,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",141.0,1.0,,"5007 16th Avenue, Brooklyn",40.6301407,-73.9861119
125,Dagan Dairy,ChIJ50GahClFwokRso4l2YWdcCQ,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",152.0,1.0,,"4820 16th Avenue, Brooklyn",40.63131,-73.985534
126,Lieberman Luncheonette,ChIJeyOpjilFwokRcOe1YiPD_iU,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",54.0,,,"4801 16th Avenue, Brooklyn",40.63139400000001,-73.984858
127,Le Buffet,ChIJL-0aNyZFwokRff7KScaG8as,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",74.0,,,"5501 17th Avenue, Brooklyn",40.62597969999999,-73.9865323
130,Fallsburg Bagels + Cafe,ChIJ1dH0EipFwokRdriUtzRbz6I,4.5,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",223.0,2.0,,"4602 16th Avenue, Brooklyn",40.63267299999999,-73.984033
133,Yanky's Pizza,ChIJdbvucCpFwokRf8ORTfQq4rw,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",103.0,,,"4502 16th Avenue, Brooklyn",40.6332849,-73.9833672
135,Cafe Paris,ChIJCYcjeCpFwokRAbDOv66Ptj8,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",277.0,2.0,,"4424 16th Avenue, Brooklyn",40.63348329999999,-73.9833222
144,Taste 'n Toast,ChIJIZ1iWDvxZUARFTFQdNz__zY,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,,,"5516 New Utrecht Avenue, Brooklyn",40.6310003,-73.9957932
146,Gobo's Cafe,ChIJAREfbUlFwokRyc0APiYVMbM,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,,"5421 New Utrecht Avenue, Brooklyn",40.6315888,-73.995292
151,Panino Toasty Delicious,ChIJSWKSekpFwokRWTVZwsreS_I,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",121.0,,,"5401 13th Avenue, Brooklyn",40.6320159,-73.994917
152,Dips,ChIJw1JEHC5FwokRP1qIrecfA1Y,4.8,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",572.0,2.0,,"5315 13th Avenue, Brooklyn",40.632276,-73.99451499999999
160,Naim Kosher Pizza,ChIJLQ5xmipbwokRbnKvZfcml1Y,4.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",108.0,1.0,,"3904 15th Avenue, Brooklyn",40.637965,-73.9822591
161,Josef restaurant,ChIJ0z2CWdZbwokREhyx4KYNwfE,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"1449 38, Brooklyn",40.63928,-73.982124
162,Las Marinas,ChIJCeJ-ENVawokRaZXP4P2sWz8,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,,,"4018 14th Avenue, Brooklyn",40.63846159999999,-73.9852461
163,Sushi K Bar,ChIJK_bsPtVEwokRS5TBFDxTCgo,4.4,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",317.0,1.0,,"4120 16th Avenue, Brooklyn",40.6352778,-73.9813889
