,name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
1355,Queen of Tacos,Queen of Tacos,100,"9 East Mosholu Parkway North, The Bronx",208-9 Jamaica Ave,86
1356,El Presidente II,El Morro Restaurant & Bar,86,"4-10 East 208th Street, The Bronx",Street,90
1357,Wok Wok Chinese Restaurant,King Wok Chinese Restaurant,95,"5 East 208th Street, The Bronx",Street,90
1358,M & R Pizza,Pizza Pizza,95,"7 East 208th Street, The Bronx",Street,90
1359,Pizzeria,69 Pizzeria,95,"3414 Jerome Avenue, The Bronx",311 Avenue X,86
1360,Bronx NY Pizza Inc,Pizza,90,"3414 Jerome Avenue, The Bronx",311 Avenue X,86
1361,El Valle Restaurant,El Valle Restaurant,100,"3535 Jerome Avenue, The Bronx",3535 Jerome Ave,90
1362,Leidy Mini Market,Seafish Market Seafood Restaurant,86,"33 Van Cortlandt Avenue East, The Bronx",33-25 Francis Lewis Blvd,86
1363,kennedy fried chicken,Kennedy Fried Chicken,100,"3496 Jerome Avenue, The Bronx",311 Avenue X,86
1364,D'Amigos Restaurant & Bar,Restaurant,90,"12 East Gun Hill Road, The Bronx",152-12 Northern Blvd,86
1365,18E. Gunhill Pizza,Pizza,90,"18 East Gun Hill Road, The Bronx",147-18 Northern Blvd,86
1366,Four Brothers Pizzeria,X-tra Cheese Pizzeria & Restaurant,86,"18 East Gun Hill Road, The Bronx",147-18 Northern Blvd,86
1367,Gino's of Kissena,Theresa's Polish American Restaurant,86,"6501 Kissena Boulevard #1, Flushing",Kissena,90
1368,Shah’s Halal Food Cart,Halal Food Cart,95,Kew Gardens Hills,LGA,60
1369,Shah’s Halal Cart,Halal,90,"6530 Kissena Blvd & Horace Harding Expressway, Flushing",Kissena Blvd.,90
1370,Queens College Diner,Diner,90,"64-36 Kissena Boulevard, Flushing",Kissena,90
1371,東旺 MJ,MJ's Pizza,86,"60-10 Kissena Boulevard, Flushing",Kissena,90
1372,M & J USA,J and R Bakery and Restaurant,86,"60-10 Kissena Boulevard, Queens",Kissena,90
1373,Dim-Sum House,Hunan House Chinese Restaurant,86,"6008 Kissena Boulevard, Flushing",Kissena,90
1374,Danny's Deli,Ann's Deli,91,"59-24 Kissena Boulevard, Flushing",Kissena,90
1375,十秒到云南过桥米线 ShiMiaoDao Yunnan Rice Noodle,Sweet Rice,86,"59-14 Kissena Boulevard, Queens",Kissena,90
1376,E Noodle（粥麵館) Kissena,满粥麵 Wonton Noodle Garden Restaurant,86,"59-08 Kissena Boulevard, Queens",Kissena,90
1377,New Chinese Restaurant,Chinese Restaurant,95,"59-06 Kissena Boulevard, Flushing",Kissena,90
1378,El Gauchito 2,El Morro Restaurant & Bar,86,"158 15 Horace Harding Expressway, Queens",91-15 31st Ave,86
1379,Francesco's Pizzeria,Francesco Pizzeria,95,"70-29 Parsons Boulevard, Fresh Meadows",45-21 Parsons Blvd,86
1380,Ming Garden Chinese Restaurant,Ming Garden Chinese Restaurant,100,"70-68 Kissena Boulevard, Flushing",Kissena,90
1381,Melas,Mea So Eve Restaurant,72,"71-02 Kissena Boulevard, Flushing",Kissena,90
1382,Far East,East Far,95,"7104 Kissena Boulevard, Flushing",Kissena,90
1383,"Crown Grill, Fried Chicken & Pizza",Crown Fried Chicken & Pizza,95,"71-12 Kissena Boulevard, Flushing",Kissena,90
1384,Valentino's,Valentino's Pizzeria & Restaurant,90,"71-47 Kissena Boulevard, Queens",Kissena,90
1385,Fillmore's Tavern,Theresa's Polish American Restaurant,86,"166-02 65th Avenue, Fresh Meadows",5th Avenue,90
1386,Napoli,Napoli's Pizzeria,90,"164-02 69th Avenue, Fresh Meadows",196 23 Jamaica Avenue,86
1387,Fidela's Restaurant,Fidela's Restaurant,100,"164-12 69th Avenue, Queens",164-12 69th Avenue,95
1388,Futigi,Luigi's,62,"164-4 69th Avenue, Fresh Meadows",196 23 Jamaica Avenue,86
1389,Halal Munchies,Halal,90,"69-21 164th Street, Fresh Meadows",Street,90
1390,Tienda Vieja,Casa Vieja Restaurant,86,"6562 Fresh Meadow Lane, Fresh Meadows",6419 Fresh Pond Rd,86
1391,Vincenzo's Pizza,Vincenzo's pizza,100,"168-19 Union Turnpike, Flushing",168-19,90
1392,168 Hi Tea,Ten Ren's Tea Time 天仁,86,"167-11 Union Turnpike, Jamaica",40-11 150th St,86
1393,Wo Kee Noodle,Yun Kee,86,"168-12 Union Turnpike, Jamaica",152-12 Northern Blvd,86
1394,Regina's Pizzeria,Regina's Pizzeria,100,"176-49 Union Turnpike, Flushing",2930 Union St,86
1395,Green Lotus,Green Pavilion Restaurant,86,"176-59 Union Turnpike, Fresh Meadows",2930 Union St,86
1396,Dumpling Legend,Gen,90,"176-61 Union Turnpike, Queens",2930 Union St,86
1397,Il Melograno,Il Miglio Pizza & Italian Restaurant,86,"501 West 51st Street, New York",New York,90
1398,Happy Joy,New Happy Joy,95,"760 10th Avenue, New York","New York, New York",95
1399,Kare Thai,Kar,90,"752 10th Avenue, New York","New York, New York",95
1400,Taboon,Taboon,100,"773 10th Avenue, New York","New York, New York",95
1401,FIVE2FISH,Fish,90,"462 West 52nd Street, New York",New York,90
1402,Totto Ramen Hell's Kitchen,Hell's Kitchen,90,"464 West 51st Street, New York",New York,90
1403,123 Burger Shot Beer,Beer Garden at Battery Gardens,86,"738 10th Avenue, New York","New York, New York",95
1404,The Waylon,The Golden Glass Restaurant,86,"736 10th Avenue, New York","New York, New York",95
1405,As Is NYC,The NYC Bull - Restaurant & Rotisserie,86,"734 10th Avenue, New York","New York, New York",95
1406,Ana Ramen Thai & Japanese Kitchen,Halal Chinese Kitchen,86,"457 West 50th Street, New York",New York,90
1407,Zoralie,Zoralie,100,"449 West 51st Street, New York",New York,90
1408,Abitino's,Abitino's,100,"730 10th Avenue(btwn 49th St &, 50th Avenue, New York",New York,90
1409,DESI DELI Indian Kitchen,Deli,90,"724 10th Avenue, New York","New York, New York",95
1410,CookUnity,Oceanview Restaurant At Kingsborough Community College,70,"534 West 50th Street, New York",New York,90
1411,Back pocket bar,El Morro Restaurant & Bar,86,"462 West 49th Street, New York",New York,90
1412,Huascar & Co. Bakeshop,TOWN  HOUSE RESTAURANT 129 DREISER LOOP CO-OP CITY,86,"453 West 54th Street, New York",New York,90
1413,New York Sal's Pizza,New York Sal's Pizza,100,"696 10th Avenue, New York","New York, New York",95
1414,United We Stand,United We Stand Deli,95,"814 10th Avenue # 1, New York",New York,90
1415,Ousia,Ambrosia Italian and Albanian Restaurant,72,"629 West 57th Street, New York",New York,90
1416,IL Baretto To Go,Il Miglio Pizza & Italian Restaurant,86,"790 11th Avenue, New York","New York, New York",95
1417,Playa Bowls,Maya,68,"550 West 54th Street, New York",New York,90
1418,Peperino NYC Pizza,Pizza,90,"21 West End Avenue, New York",New York,90
1419,American Retro,American Hero,89,"714 11th Avenue, New York","New York, New York",95
1420,NYC Halal Food Truck,Halal Food Truck,95,"270-298 West 60th Street, New York",New York,90
1421,Casabianca Family Italian Ristorante And Pizzeria,Ghoroa Sweets and Restaurant,86,"503 West 57th Street, New York",New York,90
1422,La Salle Dumpling Room,La Roja de Todos Restaurant & Bakery,86,"35 West End Avenue, New York",New York,90
1423,"Law Office of Aaron M. Schlossberg, Esq., P.L.L.C. Mexican",La Asuncion Mexican Restaurant,86,"243 West 60th Street #8c, New York",New York,90
1424,Cantina 48,Cantina Rooftop,86,"605 West 48th Street, New York",New York,90
1425,49 St Deli & Coffee House,Coffee House,90,"682 11th Avenue, New York","New York, New York",95
1426,Justino's Pizza,Pizza Pizza,95,"881 10th Avenue, New York","New York, New York",95
1427,Jake's Saloon,Theresa's Polish American Restaurant,86,"875 10th Avenue, New York","New York, New York",95
1428,Fazbear Frite,Bea,90,"340 West 50th Street, New York",New York,90
1429,Blockheads,Ocha,68,"322 West 50th Street, New York",New York,90
1430,Blue Dog,Blue,90,"308 West 50th Street, New York",New York,90
1431,Don Antonio,Don Pepe Restaurant,86,"309 West 50th Street, New York",New York,90
1432,MTHR Vegan,Ginger Root Vegan Restaurant,86,"329 West 49th Street, New York",New York,90
1433,Mother,Motherland Restaurant,90,"329 West 49th Street, New York",New York,90
1434,Poké Inn,Sizzle Inn Restaurant,86,"357 West 49th Street, New York",New York,90
1435,BapSang,San Soo Kap San,69,"350 West 50th Street, New York",New York,90
1436,Laboratorio,Torigo,82,"329 West 51st Street, New York",New York,90
1437,Churrascaria Plataforma,Churrascaria Plataforma,100,"316 West 49th Street, New York",New York,90
1438,Maria Pia,Maria's Pizzeria & Restaurant,86,"319 West 51st Street, New York",New York,90
1439,Chez Napoléon,Apollo,75,"365 West 50th Street Btw. 8th & 9th Aves, New York",New York,90
1440,Tout va bien,Tout Va Bien,100,"311 West 51st Street, New York",New York,90
1441,West End Bar & Grill,Bar Sol De Quito Restaurant II,86,"813 8th Avenue, New York","New York, New York",95
1442,Real Kung Fu Little Steamed Buns Ramen,Fu Man Lou Restaurant,86,"811 8th Avenue, New York","New York, New York",95
1443,B Side Pizza & Wine Bar,Pizza,90,"370 West 51st Street, New York",New York,90
1444,Mont Blanc 52,Mont Camm Wholesale Bakery in C,86,"344 West 52nd Street, New York",New York,90
1445,Supreme Gourmet Grocery,Acapella Gourmet Pizza & Restaurant,86,"220-20 Hempstead Avenue, Queens Village",144-20,86
1446,King's Chinese Kitchen,Theresa's Polish American Restaurant,86,"22016 Hempstead Avenue, Jamaica",22016 Hempstead Ave,90
1447,China Delight,China Delight,100,"21882 Hempstead Avenue, Queens Village",196 23 Jamaica Avenue,86
1448,102 Springfield Grocery Inc,"Elegant Restaurant Equipment & Supplies, Inc.",86,"218-71 Hempstead Avenue, Jamaica",218-73 Hempstead Avenue,88
1449,Ha Bo Chinese Kitchen,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"10211 Springfield Boulevard, Queens Village",133-38 Springfield Blvd,86
1450,Belvedere Restaurant,Belvedere Restaurant,100,"21854 Hempstead Avenue, Queens Village",21854 Hempstead Ave,90
1451,E & J Tropical Jerk & Seafood,N and J Restaurant,86,"21795 Hempstead Avenue, New York",New York,90
1452,Rachel Terrace,Broadway Lounge & Terrace,86,"9520 222nd Street, Jamaica",Street,90
1453,Big John's Pizza & Pasta,Pizza,90,"21911 Jamaica Avenue #2126, New York",New York,90
1454,219 Jamaica Fish Market & Food,219 Jamaica Fish Market & Food,100,"219-17 Jamaica Avenue, Jamaica",Jamaica ave,90
1455,St Best Jerk Spot,St. John's University Hostel,86,"11231 Springfield Boulevard, Cambria Heights",Cristofordo Columbo Boulevard,86
1456,Creole Fusion Haitian American Cuisine,Kween Creole Restaurant,86,"111-44 Springfield Boulevard, Queens Village",Cristofordo Columbo Boulevard,86
1457,By The Slice,The Golden Glass Restaurant,86,"236-09 Braddock Avenue, Jamaica",Braddock Ave,90
1458,Supreme Pizza,Pizza Supreme,95,"23609 Braddock Avenue, Jamaica",Braddock Ave,90
1459,La Aurora Dominican Restaurant,A & A Dominican Restaurant,90,239-17 Braddock Avenue,239-17 Braddock Ave,93
1460,R K Sweets & Snacks,J and R Bakery and Restaurant,86,240-27 Braddock Avenue,Braddock Ave,90
1461,Prima Pizza,Prima Pizza,100,"222-70 Braddock Avenue, Queens",222-70 Braddock Ave,90
1462,BBQ MEAT SHOP,Korean BBQ Restaurant,86,241-23 Braddock Avenue,Braddock Ave,90
1463,Stella's Coffee Shop,Coffee Shop,90,"222-13 Jamaica Avenue, Queens Village",Jamaica ave,90
1464,Mateus' Restaurant & Bar,Mateus' Restaurant & Bar,100,"22207 Jamaica Avenue, New York",New York,90
1465,Denny's,Denny's Delight,90,"235-20 Hillside Avenue, Queens",Hillside Avenue,90
1466,Friend's Gourmet Deli,Deli,90,24505 Jericho Turnpike,250-04 Jericho Turnpike,89
1467,Rice & Beans Restaurant,Restaurant,90,"9109 Springfield Boulevard, New York",New York,90
1468,Kam's Garden,Lam's Garden,92,"245-07 Jamaica Avenue, Bellerose",Jamaica ave,90
1469,Hibiscus Restaurant & Lounge,The Hibiscus Restaurant & Lounge II,95,"221-13 Jamaica Avenue, Queens",221-13 Jamaica Ave,90
1470,Minas Restaurant,Ninas Restaurant,94,"90-49 Springfield Boulevard, Jamaica",90 Church Ave,86
1471,The Halal Bros Of NY,Halal,90,"24601 Jericho Turnpike, Bellerose",224-07 Union Turnpike,86
1472,V3nom Cafe & Lounge,Cafe 47,86,"246-09 Jericho Turnpike, Jamaica",196 23 Jamaica Avenue,86
1473,Hi-Class Pizza,Pizza Pizza,95,"246-11 Jericho Turnpike, Bellerose",40-11 150th St,86
1474,Chiqui Cafe,Stars Cafe & Restaurant,86,"24617 Jericho Turnpike, Bellerose",224-07 Union Turnpike,86
1475,Bellerose Pizza Express,Eros,90,"247-73 Jericho Turnpike, Bellerose",224-07 Union Turnpike,86
1476,Majlis Restaurant & Lounge,Lounge & Restaurant,95,"248-05 Union Turnpike, Bellerose",2930 Union St,86
1477,Harry Sweets & Snacks,Lahori Chilli Restaurant and Sweets,86,248-6 Union Turnpike,224-07 Union Turnpike,88
1478,Sohna Punjab,Sohna Punjab,100,"248-3 Union Turnpike, Bellerose",2930 Union St,86
1479,Taste of Cochin,Taste Of China,90,248-8 Union Turnpike,224-07 Union Turnpike,88
1480,Bellerose Famous Pizza,Bellerose Famous Pizza,100,24822 Union Turnpike,2930 Union St,86
1481,Chick In,Step-In Restaurant,86,"23316 Hillside Avenue, Queens Village",Hillside Avenue,90
1482,Szechuan Kitchen,Szechuan Garden Kitchen,95,"233-14 Hillside Avenue, New York",New York,90
1483,Sagar Chinese,King Chinese Restaurant,86,"252-05 Union Turnpike, Queens",2930 Union St,86
1484,King of India,King Chinese Restaurant,86,24904 Hillside Avenue,Hillside Avenue,95
1485,Surya,Sakura,73,"25018 Hillside Avenue, Jamaica",Hillside Avenue,90
1486,Bundu Khan Kabab House,Dumpling House,86,"25319 Union Turnpike, New York",New York,90
1487,Cheung Khei,Cheung Khei Chinese Restaurant,90,"25324 Union Turnpike, Glen Oaks",2930 Union St,86
1488,Swagat,Swagat,100,Hillside Avenue,Hillside Avenue,100
