name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
Northern Sushi,146-13 Northern Blvd Korean Restaurant,86,"15314 Northern Boulevard #4, Queens",147-18 Northern Blvd,86
병천자매순대,병천자매순대 (Byun Chung Soon Dae Restaurant) (Byun Chung Soon Dae Restaurant),60,"156-11 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Geo Si Gi,Geo Si Gi Restaurant,90,"15228 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Bonjuk New York,New Fulin Kwok Seafood Restaurant,86,"152-26 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Mr. Soon Tofu,병천자매순대 (Byun Chung Soon Dae Restaurant) (Byun Chung Soon Dae Restaurant),86,"152-22 Northern Boulevard, Flushing",147-18 Northern Blvd,86
New York Kim-Bob NaRa,New Fulin Kwok Seafood Restaurant,86,"153-02 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Dadam,Mi Bella Dama restaurant,72,"152-24 Northern Boulevard, Flushing",147-18 Northern Blvd,86
JJ BAR & BISTRO,El Morro Restaurant & Bar,86,"154-17 Roosevelt Avenue, Flushing",Roosevelt Ave.,90
Green Garden,Green Garden Chinese Restaurant,90,"2220 154th Street, Whitestone",Street,90
Zaiqa Halal Food,Laiqa Halal Food,94,"156-50, 156-0 25th Drive, Flushing",156-28 Northern Blvd,86
Sodam,Moon Soda and Restaurant Suppli,72,"156-50 Northern Boulevard, Flushing",147-18 Northern Blvd,86
Hamburguesas El GORDO,El Mexicano,86,"96-08 31st Avenue, Flushing",1st ave.,90
Cali Aji,Li Li,86,"98-15 Astoria Boulevard, East Elmhurst",10015 Astoria Blvd,86
Cafe Algo Mas,Stars Cafe & Restaurant,86,"9813 Astoria Boulevard, Flushing",10015 Astoria Blvd,86
New King's Garden,New Ming Garden,88,"9606 31st Avenue, East Elmhurst",1st ave.,90
La Kuchara,La Kuchara Ecuadorian Restaurant Bar,90,"95 07 31st Avenue, Queens",95-07 31st Ave,90
Cafe Grill,Stars Cafe & Restaurant,86,"2602 96th Street, East Elmhurst",Street,90
Barzola,Barzola,100,"95-20 Astoria Boulevard, East Elmhurst",144-20,86
Nuevo Barzola Fusion,Barzola,90,"95-20 Astoria Boulevard, East Elmhurst",144-20,86
Lucky's Queens,Lucky,90,"100-11 Astoria Boulevard, Flushing",100-11,90
El Manto,El Morro Restaurant & Bar,86,"100-15 Astoria Boulevard, East Elmhurst",10015 Astoria Blvd,86
Tacos Sante Fe,Tacos Puebla Restaurant,86,"9407 Astoria Boulevard, East Elmhurst",10015 Astoria Blvd,86
Ven Santa Fe,New Santa Ana Restaurant,86,"9407 Astoria Boulevard, East Elmhurst",10015 Astoria Blvd,86
Los Tacos Locos Y Loncheria,J Y R Restaurant,86,"3215 Junction Boulevard, East Elmhurst",3452 Junction Blvd,86
Metro Star Coffee Shop,Metro Coffee Shop,95,"32-11 Junction Boulevard, New York",New York,90
Los Taquitos Del Tio,El Monstro del Sazon Pizzaria & Restaurant,86,"3215 Junction Boulevard, East Elmhurst",3452 Junction Blvd,86
Love Bakery,I Love NY Bakery,95,"32-13 Junction Boulevard, East Elmhurst",147-32 41st Ave,86
Gilda's,Gilda's Peruvian Restaurant,90,"91-15 31st Avenue, East Elmhurst",91-15 31st Ave,90
Pimpollo,Mr. Pollo,71,"32-39 Junction Boulevard, East Elmhurst",147-32 41st Ave,86
Satori Burgers,"Kennedy's Fried Chicken, Pizza & Burgers",86,"9109 31st Avenue, East Elmhurst",1st ave.,90
La Nueva Colombia,La Nueva Colombia Restaurant,90,"9107 31st Avenue, East Elmhurst",1st ave.,90
RJR Yummy Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"90-21 31st Avenue, East Elmhurst",1st ave.,90
Mobile food supplier ( food cart),Food Cart,90,"99-11 Ditmars Boulevard, Flushing",40-11 150th St,86
LaGuardia Cafe,Stars Cafe & Restaurant,86,"97-02 23rd Avenue, New York",New York,90
Pavilion Grille,Grille De Paris Restaurant,86,"104-04 Ditmars Boulevard, East Elmhurst",823 East 169th Street,86
Crust,CRUST,100,"Terminal C, LaGuardia Airport Entrance, East Elmhurst","Terminal D, near Gate D11",86
86 Express,Cam Tak Express Restaurant,86,East Elmhurst,823 East 169th Street,86
Imran Haider,Dera,68,"198 Hollis Avenue, St. Albans",1100 60th St,86
Chef to Go Cuisine,Annie Chan's Japanese Cuisine Restaurant,86,"198-19 Hollis Avenue, St. Albans",198-19 Hollis Ave,90
Chris & Sons Roti Shop and Bakery,bakery,90,"198-21 Hollis Avenue, Jamaica",45-21 Parsons Blvd,86
Cheung Hing Kitchen,Cheung Hing Kitchen,100,"19914 Hollis Avenue, New York",New York,90
Seamorhen,Sea,90,"190-7 109th Road, Jamaica",100 Jamaica Ave,86
SYEN GRILL,Golden Krust Caribbean Bakery and Grill,86,"199-30 Hollis Avenue, Jamaica",29-30  A Union St,86
FAST BITE,Fast Seafood Restaurant,86,"109-11 Farmers Boulevard, Jamaica",40-11 150th St,86
Queens Fried Chicken,Queen,90,"109-11 Farmers Boulevard, Jamaica",40-11 150th St,86
Pizza Palace,Pizza Palace,100,"10911 Farmers Boulevard, St. Albans",1100 60th St,86
Special Pizza 3,Pizza Pizza,95,"10911 Farmers Boulevard, Jamaica",196 23 Jamaica Avenue,86
Tastee Jerk,Taste,90,"20003 Hollis Avenue, New York",New York,90
Y & H Deli & Grocery Corporation,Deli & Grocery,90,"11052 Farmers Boulevard, St. Albans",1100 60th St,86
B&R Spice,Spice,90,"11106 Farmers Boulevard, New York",New York,90
Kim Po,Kim Fai Restaurant,86,"11006 Farmers Boulevard, St. Albans",1100 60th St,86
Bobby’s Jamaican Restaurant,Restaurant,90,"111-06 Farmers Boulevard, Queens",13030 Farmers Blvd,86
Farmers Pizza,Pizza Pizza,95,"111-36 Farmers Boulevard, St. Albans",1100 60th St,86
Oriental Star Kitchen,Star,90,"11217 Farmers Boulevard, New York",New York,90
Kriss,Brisas Del Caribe Restaurant,72,"112-04 Farmers Boulevard, Queens",13030 Farmers Blvd,86
Xin Xing Chinese Restaurant,Xin Xing Chinese Restaurant,100,"188-13 Jamaica Avenue, Hollis",188-13 Jamaica Ave,90
Markie B's,Theresa's Polish American Restaurant,86,"189-09 Jamaica Avenue, Jamaica",Jamaica ave,90
Karis Deli & Grocery,Deli & Grocery,95,"184-35 Jamaica Avenue, Jamaica",184-35 Jamaica Ave,90
Privilege,AVS Privilege Bakery,90,"184-35 Jamaica Avenue, Jamaica",184-35 Jamaica Ave,90
Macumba,Macumba Bar & Restaurant,90,"184-33 Jamaica Avenue, Queens",Jamaica ave,90
Girasoles Mexican Cuisine,Annie Chan's Japanese Cuisine Restaurant,86,"184-01 Jamaica Avenue, Hollis",Jamaica ave,90
Ho Wah China Wok INC.,China Wok,90,"19519 Jamaica Avenue, Jamaica",19519 Jamaica Ave,90
New Apple,The New Apple Restaurant,90,"18714 Hillside Avenue, Jamaica",18714 Hillside Ave,90
No 1 Halal Kitchen,Halal Kitchen,95,"18714 New York 25, Hollis","New York, New York",95
Ncloud69 Lounge & Restaurant,Lounge & Restaurant,95,"197-15 Jamaica Avenue, Jamaica",Jamaica ave,90
Ncloud Restaurant & lounge,Lounge & Restaurant,95,"197-15 Jamaica Avenue, Jamaica",Jamaica ave,90
No Limit Lounge NYC,Taipan Fusion Restaurant and Hookah Lounge,86,"197-15 Jamaica Avenue, Queens",Jamaica ave,90
A-C Market Grocery and flowers and Sándwich and tacos food Mexica,Ghoroa Sweets and Restaurant,86,"91-32 197th Street, Queens",Street,90
El Palo,El Palo Bar & Restaurant,90,"19625 Jamaica Avenue, Jamaica",19625 Jamaica Ave,90
Safari,Safari Carribean American Restaurant,90,Hollis,19930 Hollis Ave,90
Elena's,Elena's 43,95,"8948 Francis Lewis Boulevard, Queens Village",Cristofordo Columbo Boulevard,86
Jamaican Best,Latty's Jamaican Restaurant,86,"204-08 Hillside Avenue, Queens",Hillside Avenue,90
Nanas Bistro and Catering,Ambrosia Italian and Albanian Restaurant,86,"205-20 Jamaica Avenue, Hollis",Jamaica ave,90
Rosner Kosher Meat,Simon Sez Kosher Restaurant,86,"719 Avenue U, Brooklyn",Avenue U,90
Baku Nights,Late Night Superior Deli,66,"712 Avenue U, Brooklyn",712 Avenue U,90
Fuji Hana,Fuji Hana,100,"512 Avenue U, Brooklyn",512 Avenue U,90
"Lavi Glatt, Inc.",Sunshine Restaurant Food & Catering Inc,86,"805 Avenue U, Brooklyn",Avenue U,90
Guerreros Restaurant,Restaurant,90,"809 Avenue U, Brooklyn",Avenue U,90
Stolovaya,Maya,68,"813 Avenue U, Brooklyn",Avenue U,90
Authentic Soviet Cuisine Cmo Lovar,Amin Indian Cuisine,86,Brooklyn,brooklyn,100
Taam Mevorach,Taam-Tov,86,"815 Avenue U, Brooklyn",Avenue U,90
Holy Schnitzel,Judd's Holy Rollers Food Cart,86,"819 Avenue U, Brooklyn",Avenue U,90
Bistro 613 Steak House,Tokyo Steak,86,"816 Avenue U, Brooklyn",Avenue U,90
Arzu palace,China palace chinese restaurant,86,"2390 Coney Island Avenue, Brooklyn",2390 Coney Island Ave,90
Sweetspot Cafe,Stars Cafe & Restaurant,86,"2376 Coney Island Avenue, Brooklyn",brooklyn,90
Toast Beef,Beef Bar Restaurant牛吧美食坊,86,"2107 East 9th Street, Brooklyn",brooklyn,90
Nirvana,Jazzy West Indian and American Restaurant,64,"2340 Coney Island Avenue, Brooklyn",brooklyn,90
Cafe Gossip,Gossip,90,"2338 Coney Island Avenue, Brooklyn",brooklyn,90
Gurman,Rolf's German Restaurant,75,"2402 Coney Island Avenue, Brooklyn",2402 Coney Island Ave,90
Prince Pizza,Prince of Pizza,95,"1101 Avenue U, Brooklyn",Avenue U,90
Sizzling Wok,King Wok Chinese Restaurant,86,"2421 Coney Island Avenue, Brooklyn",brooklyn,90
Mirage Diner,Diner,90,"717 Kings Highway, Brooklyn",brooklyn,90
Cafe Renaissance,Cafe R,90,"802 Kings Highway, Brooklyn",brooklyn,90
Kosher Hut of Brooklyn,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"709 Kings Highway, Brooklyn",brooklyn,90
Hummus Points One,Number One Chinese Restaurant,86,"822 Kings Highway, Brooklyn",brooklyn,90
Mabat,Mabat Steak House Kosher,90,"1809 East 7th Street, Brooklyn",brooklyn,90
Bravo Kosher Pizza,Kosher Pizza,90,"902 Kings Highway, Brooklyn",902 Kings Highway,90
Davry Kosher Sports Bar,La Kuchara Ecuadorian Restaurant Bar,86,"722 Kings Highway, Brooklyn",brooklyn,90
Jack Glatt Kosher,Simon Sez Kosher Restaurant,86,"936 Kings Highway, Brooklyn",brooklyn,90
Rondel,Rondel,100,"2006 Coney Island Avenue, Brooklyn",2006 Coney Island Ave,90
Sushi Tokyo,Ginpachi Sushi Restaurant,86,"627 Kings Highway, Brooklyn",brooklyn,90
Village Cafe,Stars Cafe & Restaurant,86,"1968 Coney Island Avenue, Brooklyn",brooklyn,90
Village,Village Restaurant,90,"1964 Coney Island Avenue, Brooklyn",964 Coney Island Ave,90
Fashion Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"1103 Kings Highway, Brooklyn",brooklyn,90
Myst Lounge,Taipan Fusion Restaurant and Hookah Lounge,86,"2086 Coney Island Avenue, Brooklyn",2086 Coney Island Ave,90
Edo,Toledo Restaurant,90,"2087 Coney Island Avenue, Brooklyn",brooklyn,90
MishMash Gourmet,China Gourmet Chinese Restaurant,86,"1103 Kings Highway, Brooklyn",brooklyn,90
Luna Kings Pizzeria,La Strada Pizzeria & Restaurant,86,"1115 Kings Hwy, Brooklyn, NY 11229, Brooklyn",1115 Kings Hwy,90
Turquoise,Turquoise Kosher Fish Restaurant,90,"189-23 Union Turnpike, Fresh Meadows",2930 Union St,86
Mikhael la Tortia grill house,La Badee Restaurant,86,"190-11 Union Turnpike, Fresh Meadows",40-11 150th St,86
Lucky Fresh Tortillas,Lucky,90,"188-21 Union Turnpike, New York",New York,90
Kin’d,pitkin deli inc.,90,"192-03 Union Turnpike, Fresh Meadows",156-03 Northern Blvd,86
Romeo's,Romeo's Pizza,90,"188-08 Union Turnpike, Flushing",2930 Union St,86
Romeos Pizza,Romeo's Pizza,96,"188-08 Union Turnpike, Queens",2930 Union St,86
Turnpike Cafe,Stars Cafe & Restaurant,86,"187-20 Union Turnpike, Fresh Meadows",144-20,86
Sizzle Falafel Bar,Bar Sol De Quito Restaurant II,86,"Fresh Meadows, 15 Union Turnpike #186, Flushing",2930 Union St,86
Peking House,Peking House,100,"18523 Union Turnpike, Flushing",2930 Union St,86
Dave's Chinese Kitchen,Theresa's Polish American Restaurant,86,"185-24 Union Turnpike, New York",New York,90
Meo Japanese Hibachi,Yan Jing Chinese and Japanese Restaurant,86,"185-01 Union Turnpike, Fresh Meadows",171-01 Northern Blvd,86
Fresh Meadows Pizzeria & Restaurant,Fresh Meadows Pizzeria and Restaurant,95,"195-09 69th Avenue, Fresh Meadows",196 23 Jamaica Avenue,86
Benny's Kosher Pizza,Benny's Kosher Pizza Falafel & Dairy Restaurant,90,"18130 Union Turnpike, Flushing",2930 Union St,86
New Hong Kong Garden,Hong Kong,90,"195-11 69th Avenue, Fresh Meadows",40-11 150th St,86
Fortune Sushi,Ginpachi Sushi Restaurant,86,"181-24 Union Turnpike, Queens",2930 Union St,86
Fortune Glatt Kosher Chinese Take Out,King Chinese Restaurant,86,"180-26 Union Turnpike, Queens",2930 Union St,86
Fitoor Cafe & Grill Lounge,Cafe 47,86,"179-22 Union Turnpike, Fresh Meadows",2930 Union St,86
Sup Thai Kitchen,Mekong Thai & Vietnamese Restaurant,86,"178-19 Union Turnpike, Fresh Meadows",165-19 Northern Blvd,86
Amitabha Vegan,Amitabha Vegetarian Restaurant,86,"6824 Fresh Meadow Lane, Fresh Meadows",6419 Fresh Pond Rd,86
Angelo & Al's Pizzeria,Angelo & Al’s Pizzeria,100,"68-22 Fresh Meadow Lane, New York",New York,90
Queens Kosher Catering,Queen,90,"178-09 Union Turnpike, Fresh Meadows",2930 Union St,86
Cafe Muscat,Cafe Muscat,100,"178-07 Union Turnpike, Fresh Meadows",2930 Union St,86
Acquista Trattoria,Maria's Trattoria Restaurant,86,"178-01 Union Turnpike, Queens",2930 Union St,86
Bakhter Halal Kabab Afghan,Halal,90,"68-16 Fresh Meadow Lane, Flushing",68 Lafayette Ave,86
Nikko Hibachi,Kiraku Hibachi & Sushi,86,"177-21 Union Turnpike, Fresh Meadows",45-21 Parsons Blvd,86
The Hot Spot BBQ & Grill,Golden Krust Caribbean Bakery and Grill,86,"179-08 Union Turnpike, Fresh Meadows",2930 Union St,86
Umi Sushi,Umi Sushi,100,"177-13 Union Turnpike, Flushing",2930 Union St,86
CJ's Cafe,Theresa's Polish American Restaurant,86,"177-15 Union Turnpike, Fresh Meadows",2930 Union St,86
Ganda Sushi Express,Umi Sushi,86,"8008 Surrey Place, Queens",7900 Queens Blvd,86
Pokeworks,Orso,68,"61-24 190th Street, Queens",Street,90
Hooters,Eros,68,"61-09 190th Street, Fresh Meadows",Street,90
Chicken and Rice Guy,Ambrosia Italian and Albanian Restaurant,86,"61-1-61-45 188th Street, Fresh Meadows",Street,90
Häagen-Dazs® Ice Cream,Cream,90,"61-10 188th Street #274, Fresh Meadows",Street,90
Blaze Pizza,Blaze Pizza,100,"187-12 Horace Harding Expressway, New York",187-12 Horace Harding Expressway,95
I Chopsticks,Golden chopsticks,86,"185-20 Horace Harding Expressway, New York",New York,90
Brother's Pizza,Brother's Pizza,100,"185-04 Horace Harding Expressway, Flushing",18422 Horace Harding Expy,86
Pho Choice,First Choice Restaurant,86,"184-22 Horace Harding Expressway, Queens",18422 Horace Harding Expy,86
Paradise Halal Meat & Grill,Halal,90,"184-18 Horace Harding Expressway, Fresh Meadows",147-18 Northern Blvd,86
Tokyo Hibachi Steakhouse & Sushi,Tokyo Steak,86,"184-16 Horace Harding Expressway, New York",New York,90
Shirazi Cafe,Stars Cafe & Restaurant,86,"184-02 Horace Harding Expressway, New York",New York,90
Halal boyz,Halal,90,"183-20 Horace Harding Expressway, Queens",144-20,86
Chicken N Shakes,All Refrigeration 'N Restaurant Equipment,86,"183-16 Horace Harding Expressway, Queens",18422 Horace Harding Expy,86
Vibes 2,Vibes,95,"120-20 Merrick Boulevard, Jamaica",144-20,86
Wild Onion NYC,The NYC Bull - Restaurant & Rotisserie,86,"11908 Merrick Boulevard, Jamaica",196 23 Jamaica Avenue,86
Ochi Jerk Place Inc,Sunshine Restaurant Food & Catering Inc,86,"126-14 Merrick Boulevard store g, Jamaica",196 23 Jamaica Avenue,86
New Hong Kong,Hong Kong,95,"127-1 Merrick Boulevard, Jamaica",1 Worlds Fair Marina,86
Rocky Pizza,Pizza Pizza,95,"127-07 Merrick Boulevard, Jamaica",95-07 31st Ave,86
Farmers Pizza Grill,Pizza,90,"11725 Farmers Boulevard, St. Albans",1100 60th St,86
Springfield Diner,Diner,90,"12813 Merrick Boulevard, Jamaica",196 23 Jamaica Avenue,86
Tienchu Chinese Kitchen,"Golden Forest Chinese Restaurant, Brooklyn Ny",86,"18838 Linden Boulevard, Jamaica",19625 Jamaica Ave,86
Jamaican flavor,Jamaican Flavors Restaurant,90,"117-6-117-8 Farmers Boulevard, St. Albans",1100 60th St,86
Smoke BBQ Pit,Korean BBQ Restaurant,86,"129-21 Merrick Boulevard, Jamaica",45-21 Parsons Blvd,86
Reggae Taste,Taste,90,"129-26 Merrick Boulevard, Jamaica",196 23 Jamaica Avenue,86
Road House health foods market,Health Food,90,"129-32 Merrick Boulevard, Jamaica",147-32 41st Ave,86
The Smokehouse,The Golden Glass Restaurant,86,"18933 Linden Boulevard, Jamaica",19625 Jamaica Ave,86
Fishnet,Fish,90,"19009 Linden Boulevard, Jamaica",19625 Jamaica Ave,86
Cozy Corner,Roti Corner Restaurant,86,"194-01 Linden Boulevard, St. Albans",1100 60th St,86
Town & Country,Country Spice Restaurant,86,"19403 Linden Boulevard, Jamaica",19625 Jamaica Ave,86
Cheung Hing Kitchen,Cheung Hing Kitchen,100,"114-60 Merrick Boulevard, Jamaica",196 23 Jamaica Avenue,86
