,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood
33,Bh Food Corporation,ChIJ6VdhUNhEwokRCYgAaTATOrY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"1914 53rd Street, Brooklyn",40.6242457,-73.98069799999998,Brooklyn,Borough Park
34,Dagan Dairy,ChIJ50GahClFwokRso4l2YWdcCQ,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",152.0,1.0,"4820 16th Avenue, Brooklyn",40.63131,-73.985534,Brooklyn,Borough Park
35,Lieberman Luncheonette,ChIJeyOpjilFwokRcOe1YiPD_iU,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",54.0,,"4801 16th Avenue, Brooklyn",40.63139400000001,-73.984858,Brooklyn,Borough Park
36,A & L Pizza Restaurant,ChIJQ85jRSFFwokRUhDlGwfjlG0,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,,"6024 18th Avenue, Brooklyn",40.6215929,-73.9878756,Brooklyn,Borough Park
37,Anita's,ChIJHYD97CRFwokRn0vY19svqv0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,"6100 16th Avenue, Brooklyn",40.624283,-73.992763,Brooklyn,Bensonhurst West
38,Good Day,ChIJt-ODYSFFwokRDKwtLRsmf7Q,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",226.0,2.0,"6202 18th Avenue, Brooklyn",40.6208381,-73.9886856,Brooklyn,Bensonhurst West
39,Like Cafe,ChIJq6rtZCFFwokRxApf8ZfR_2o,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",233.0,1.0,"6205 18th Avenue, Brooklyn",40.620582,-73.98840909999998,Brooklyn,Bensonhurst West
40,10AM Breakfast Bar,ChIJlww0HAdbwokR2rnO5dC6Izk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park
41,10am Breakfast Bar,ChIJ_c3ELVBbwokRiw6-l0iOj44,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park
42,10:00 AM,ChIJoV9sIElbwokRIZqoLWtZWWY,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"3806 13th Avenue, Brooklyn",40.6411009,-73.98600520000001,Brooklyn,Borough Park
43,VIP Grill,ChIJe9SR0NVawokRfzxuaVI3jh8,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",702.0,2.0,"3715 13th Avenue, Brooklyn",40.6413313,-73.98533189999998,Brooklyn,Borough Park
44,Sin Fronteras Restaurant,ChIJm-cU7WpbwokRkHrbZkGcFnk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"3913 13th Avenue, Brooklyn",40.640175299999996,-73.986389,Brooklyn,Borough Park
45,Table 40,ChIJLeNeWtRawokRsyBc5FDjiag,4.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",322.0,2.0,"4001 13th Avenue, Brooklyn",40.6399,-73.9868,Brooklyn,Borough Park
46,El Morro Tecleño,ChIJ4WVuW9RawokRDb2UsMR-34w,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,,"4005 13th Avenue, Brooklyn",40.639859200000004,-73.98683609999998,Brooklyn,Borough Park
47,The Loft Steakhouse,ChIJL256UNRawokRrFQgMDgOXBM,4.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1540.0,3.0,"1306 40th Street, Brooklyn",40.6397244,-73.98682120000001,Brooklyn,Borough Park
48,The Loft Steakhouse - Party Room,ChIJS6Opt4lbwokRmsR3twS3IlE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"4009 13th Avenue, Brooklyn",40.6397273,-73.9869453,Brooklyn,Borough Park
49,Platers & co New York,ChIJpad_X9RawokRLN9SHld8Zrs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"4021 13th Avenue, Brooklyn",40.6395254,-73.98712359999998,Brooklyn,Borough Park
50,Nathan Spira & Co.,ChIJ-f_urNdawokRoVVNBIdrIIM,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"3532 12th Avenue, Brooklyn",40.644295299999996,-73.98544790000001,Brooklyn,Kensington-Ocean Parkway
51,Breadberry Local at Brooklyn Square,ChIJ54aODypbwokR5rl3nfAufKQ,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",82.0,2.0,"3611 14th Avenue, Brooklyn",40.64057449999999,-73.98229609999999,Brooklyn,Borough Park
52,McDonald's,ChIJp0_8JtdawokRnsXbhhS7odY,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1008.0,1.0,"3525 Fort Hamilton Parkway, Brooklyn",40.6445724,-73.9876896,Brooklyn,Kensington-Ocean Parkway
53,Las Marinas,ChIJCeJ-ENVawokRaZXP4P2sWz8,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,,"4018 14th Avenue, Brooklyn",40.63846159999999,-73.98524609999998,Brooklyn,Borough Park
54,Chris’s,ChIJiWcUuKFbwokRFdDHyDHHNV4,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"1254 42nd Street, Brooklyn",40.639150799999996,-73.98890779999998,Brooklyn,Borough Park
55,Yi Min,ChIJde6hQ9FawokRgptEkIP0kcc,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",71.0,,"3821 Fort Hamilton Parkway, Brooklyn",40.643161000000006,-73.990078,Brooklyn,Borough Park
56,Sandwich Express,ChIJOU-ooNdawokRKJLrdyzcO8w,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.0,,"3461 Fort Hamilton Parkway, Brooklyn",40.645216999999995,-73.985934,Brooklyn,Kensington-Ocean Parkway
57,Mi Barrio,ChIJR7I_jSlbwokRZU37G6d6oL4,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",162.0,2.0,"3415 14th Avenue, Brooklyn",40.64166669999999,-73.98138890000001,Brooklyn,Borough Park
58,Welcome chili,ChIJbx1frTRbwokRg-EZMjyCSWA,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,,"3806 Fort Hamilton Parkway, Brooklyn",40.64365339999999,-73.9902359,Brooklyn,Sunset Park East
59,Josef restaurant,ChIJ0z2CWdZbwokREhyx4KYNwfE,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"1449 38, Brooklyn",40.63928,-73.982124,Brooklyn,Borough Park
60,Afghan Boys,ChIJTflZvShhwokRfy0X_vnKAfI,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"4118 Parsons Boulevard, Queens",40.759939,-73.8215869,Queens,Flushing
61,First Hand Food,ChIJF5i-riNhwokRVIm_qWftgZ0,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"142-54 Roosevelt Avenue, Flushing",40.760727200000005,-73.82467679999998,Queens,Flushing
62,LKF CAFE 蘭桂坊,ChIJixcpC2phwokRR4oT4WQ5b1U,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,,"142-38 Roosevelt Avenue, Flushing",40.76078889999999,-73.82479909999998,Queens,Flushing
63,LKF Group 蘭桂坊,ChIJScl68CRhwokRSzlOymBzCHc,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.0,,"142-38 Roosevelt Avenue, Flushing",40.760691400000006,-73.82521080000001,Queens,Flushing
64,HKW Food Inc,ChIJexZJxxlhwokRUJZE_9Mgwts,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"142-24 38th Avenue, Flushing",40.761502,-73.8259552,Queens,Flushing
65,Sam Won Gahk,ChIJM_jnmBlgwokRCHxrZQrFbHM,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",457.0,2.0,"144-20 Northern Boulevard, Flushing",40.76459500000001,-73.82255699999999,Queens,Murray Hill
66,天府小串城 Tianfu BBQ,ChIJD_WveSRhwokRyXt-bG4tUgU,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,,"144-18 Northern Boulevard, Flushing",40.7646115,-73.82267220000001,Queens,Murray Hill
67,Tianfulao,ChIJ8e1yCxlgwokRurXYAmJfvUo,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,,"144-18 Northern Boulevard, Queens",40.7646948,-73.822822,Queens,Murray Hill
68,San Soo Kap San | Korean BBQ Flushing | Korean Restaurant | 산수갑산 플러싱 맛집,ChIJyYxgixBgwokRqf5iadorIBU,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",487.0,2.0,"38-13 Union Street, Flushing",40.7612743,-73.82677629999998,Queens,Flushing
69,미선식당 美善饭店 Mei Shan Restaurant,ChIJS08cjSdhwokRGH3dTdcS05k,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,,"141-41 Northern Boulevard, Flushing",40.764541200000004,-73.8249416,Queens,Flushing
70,树木屋 东北料理,ChIJOSRvLRpgwokRfJOWaQj5RZ8,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,"141-41 Northern Boulevard, Flushing",40.764541200000004,-73.8249416,Queens,Flushing
71,Tacos Bravos,ChIJB9I4U49hwokRy6zl5kyM-FA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,,"146 St &, Northern Boulevard, Flushing",40.76512460000001,-73.82051919999998,Queens,Murray Hill
72,Fried Dumpling Shan Tong,ChIJO-LbNcGKwokR5QJiIzBNwnw,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"40 E 4th St, Flushing",40.7601948,-73.8265363,Queens,Flushing
73,Los Marinillos,ChIJt9cWr4hhwokRj2Jwp2MGRR4,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,,"141-08 Northern Boulevard, Flushing",40.764251400000006,-73.82546169999998,Queens,Flushing
74,T-swirl crêpe,ChIJyws2-xBgwokRVk1dvoKER1A,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",441.0,1.0,"40 08 Union Street, Flushing",40.760189000000004,-73.82655079999998,Queens,Flushing
75,Jie Jie Sheng,ChIJA1Kx_BBgwokRYf6jpVXG9LI,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"40-04 Union Street, Flushing",40.7602203,-73.82657890000002,Queens,Flushing
76,Salty Stew 滷制大师,ChIJAQDb_BBgwokRmDPWWZ1gTYM,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,,"4010 Union Street, Flushing",40.76011430000001,-73.82652519999998,Queens,Flushing
77,Teaus,ChIJSXJq4xBgwokR98d8lBga7JI,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"40-10 Union Street, Queens",40.760119,-73.82653459999999,Queens,Flushing
78,Peking Empire,ChIJj9cdNBpgwokRSeTgxMlUMtk,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",84.0,1.0,"141-6 Northern Boulevard, Flushing",40.7642484,-73.82554040000001,Queens,Flushing
79,Madina’s Halal Cart,ChIJEy6tSBBgwokRRqymcVT6BYc,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,,"136-81 39th Avenue, Flushing",40.7611927,-73.82699649999998,Queens,Flushing
80,Haneul Babsang Korean Food,ChIJmaGw0CZgwokRdZVlGVxYvHw,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",83.0,1.0,"151-29 34th Avenue, Flushing",40.767348999999996,-73.81182690000001,Queens,Murray Hill
81,El Recuerdo,ChIJRd_IJR9gwokRl1hFw6fvXp4,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",183.0,,"14605 34th Avenue, Flushing",40.7674865,-73.82091919999998,Queens,Murray Hill
82,Golden Door,ChIJRd_IJR9gwokRrV_EBempTtw,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"14605 34th Avenue, Flushing",40.767369200000005,-73.8209042,Queens,Murray Hill
83,Dae Bak Restaurant,ChIJbQyPJR9gwokR4Iy8RG51wUY,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,,"146-06 34th Avenue, Flushing",40.7671557,-73.82085079999999,Queens,Murray Hill
84,Domino's Pizza,ChIJgZN4IiJgwokRy4YIkSN2_SM,2.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",500.0,1.0,"14909 Northern Boulevard, Queens",40.7655942,-73.81696149999998,Queens,Murray Hill
85,부뚜막 (Buttumak),ChIJIUsF1yNgwokRoywmpmriEXo,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",60.0,,"150-05 Northern Boulevard, Flushing",40.765468,-73.814847,Queens,Murray Hill
86,CafeVine,ChIJF7HlEXlhwokRqvVa4XuEND8,4.1,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",107.0,,"150-13 Northern Boulevard, Flushing",40.7653787,-73.81460030000001,Queens,Murray Hill
87,Saigon Dumpling,ChIJJSKifhlhwokR-W09-WzMQxs,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"Northern Boulevard, Flushing",40.76539950000001,-73.8175923,Queens,Murray Hill
88,Northern Wang Mandoo,ChIJLYGl0iNgwokRyqJ9WT32WAs,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",34.0,,"149-44 Northern Boulevard, Flushing",40.7651496,-73.8153926,Queens,Murray Hill
89,Han yang Sushi,ChIJV05_GpJhwokRfZnVq8yoCh0,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"150-51 Northern Boulevard, Flushing",40.7654199,-73.8132047,Queens,Murray Hill
90,Northern King Dumpling 노던 왕만두,ChIJHZ4EB35hwokRuolhLvahQ3c,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,,"14944 Northern Boulevard, Flushing",40.765126,-73.81554399999999,Queens,Murray Hill
91,New York K-BBQ,ChIJy6XR4sJhwokRyp_7VMom884,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,,"149-06 Northern Boulevard, Flushing",40.7651402,-73.8168639,Queens,Murray Hill
92,Yi Jia Kitchen 忆家馆,ChIJHyDE6o9hwokRJ63kvTYEt7k,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,,"14748 Northern Boulevard, Flushing",40.7652088,-73.8174595,Queens,Murray Hill
93,Gossip House-韩国料理,ChIJvUA0ECJgwokR8E4fkoJykzk,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",93.0,,"147-46 Northern Boulevard, Flushing",40.765198299999994,-73.8175455,Queens,Murray Hill
94,KFC,ChIJByl5VSFgwokR_NsbDVfvUzs,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",666.0,1.0,"152-03 Northern Boulevard, Queens",40.765334,-73.81271699999998,Queens,Murray Hill
95,한솔반찬,ChIJ7fjL2z5hwokR98ya72MpevQ,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"40-03 149th Place, Queens",40.7654333,-73.8123063,Queens,Murray Hill
96,Appetizing Grill 串江湖,ChIJe9SOoZxhwokRXRf434paxto,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",35.0,,"14734B Northern Boulevard, Flushing",40.76510489999999,-73.8178093,Queens,Murray Hill
97,Kun sohn Noodle House,ChIJg0EJz0phwokR0bEqvSLB_Ss,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,,"3504 154th Street, Flushing",40.765873799999994,-73.8110542,Queens,Murray Hill
98,Dynasty Chinese Restaurant,ChIJ1RYvECJgwokRYI3212ZOqiQ,3.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.0,1.0,"147-18 Northern Boulevard, Flushing",40.7651034,-73.8185009,Queens,Murray Hill
99,X-tra Cheese Pizza,ChIJ07UBCiJgwokReeuALFCHd-g,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",150.0,1.0,"14720 Northern Boulevard, Flushing",40.76509399999999,-73.81847599999998,Queens,Murray Hill
100,Picnic Garden BBQ BUFFET,ChIJAQAAACNgwokRiHWdFwytytU,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1548.0,2.0,"154-05 Northern Boulevard, Flushing",40.7648348,-73.8105618,Queens,Murray Hill
101,IHOP,ChIJ27csIglfwokRBOQQZXCZSew,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1822.0,1.0,"15517 Northern Boulevard, Flushing",40.7644366,-73.8092554,Queens,Murray Hill
102,Byung Chun Soondae,ChIJS6Ns0CVgwokRv5kFOK-_TyA,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",366.0,2.0,"15603 Northern Boulevard, Flushing",40.7643776,-73.8088684,Queens,Murray Hill
103,Northern Sushi,ChIJI0hFFyRgwokRZy7nx8t9v-0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",130.0,,"15314 Northern Boulevard #4, Queens",40.764603799999996,-73.8113521,Queens,Murray Hill
104,병천자매순대,ChIJq5haMe5hwokRDl0Kp1IHcy0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"156-11 Northern Boulevard, Flushing",40.76419370000001,-73.80887729999998,Queens,Murray Hill
105,Geo Si Gi,ChIJgz9pDyRgwokRLWxaY8LljBY,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",251.0,2.0,"15228 Northern Boulevard, Flushing",40.764733299999996,-73.81202499999998,Queens,Murray Hill
106,Bonjuk New York,ChIJu9xODyRgwokR1hHug4iciCo,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",171.0,2.0,"152-26 Northern Boulevard, Flushing",40.764739500000005,-73.8120546,Queens,Murray Hill
107,Mr. Soon Tofu,ChIJozIvBiRgwokREAJ-EbS7MS8,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",258.0,2.0,"152-22 Northern Boulevard, Flushing",40.7647675,-73.81224519999998,Queens,Murray Hill
108,New York Kim-Bob NaRa,ChIJdaIIYkf9ZUARVNQ6csPVhbc,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",59.0,1.0,"153-02 Northern Boulevard, Flushing",40.76464319999999,-73.81192399999998,Queens,Murray Hill
109,Dadam,ChIJoWwEBiRgwokRtL_1Y1F_8sA,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",163.0,,"152-24 Northern Boulevard, Flushing",40.764680600000005,-73.8121598,Queens,Murray Hill
110,JJ BAR & BISTRO,ChIJYYAGOiRgwokRZG418Kq721M,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",109.0,2.0,"154-17 Roosevelt Avenue, Flushing",40.764123,-73.81021170000001,Queens,Murray Hill
111,Green Garden,ChIJ-0t195qKwokR5aynnYBJRCM,3.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,1.0,"2220 154th Street, Whitestone",40.77791089999999,-73.80940389999998,Queens,Whitestone
