,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood,Neighborhood_Cat,Borough_Cat
0,McDonald's,ChIJp0_8JtdawokRnsXbhhS7odY,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1008.0,1.0,"3525 Fort Hamilton Parkway, Brooklyn",40.6445724,-73.9876896,Brooklyn,Kensington-Ocean Parkway,88,1
1,Domino's Pizza,ChIJgZN4IiJgwokRy4YIkSN2_SM,2.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",500.0,1.0,"14909 Northern Boulevard, Queens",40.7655942,-73.81696149999998,Queens,Murray Hill,110,3
2,KFC,ChIJByl5VSFgwokR_NsbDVfvUzs,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",666.0,1.0,"152-03 Northern Boulevard, Queens",40.765334,-73.81271699999998,Queens,Murray Hill,110,3
3,IHOP,ChIJ27csIglfwokRBOQQZXCZSew,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1822.0,1.0,"15517 Northern Boulevard, Flushing",40.7644366,-73.8092554,Queens,Murray Hill,110,3
4,Dunkin',ChIJR99FXJRfwokR7ngMJEPkHpo,4.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",356.0,1.0,"10009 Astoria Boulevard, Queens",40.76218520000001,-73.8689198,Queens,East Elmhurst,46,3
5,Lucky Star,ChIJeY1CH5dfwokRB7Xk0nfybHc,3.9,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",65.0,2.0,"94-19 Astoria Boulevard, Queens",40.763095,-73.87443999999998,Queens,East Elmhurst,46,3
6,Domino's Pizza,ChIJa1Lin71fwokRpqpX_XJ-pLo,3.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",363.0,1.0,"3217 Junction Boulevard, Queens",40.75817519999999,-73.87414229999997,Queens,East Elmhurst,46,3
7,Dunkin',ChIJ0ZwMrIlfwokREH27D0vbI0g,3.4,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",71.0,1.0,"Grand Central Parkway, Queens",40.76740209999999,-73.864986,Queens,East Elmhurst,46,3
8,Dunkin',ChIJEbpoUe1fwokRwl1fgHkevWE,3.9,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",239.0,1.0,"10702 Grand Central Parkway East, Queens",40.7673876,-73.86498399999998,Queens,East Elmhurst,46,3
9,Papa John's Pizza,ChIJj9EsSmZhwokRfjUiXZvMyuU,2.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",94.0,1.0,"199-22 Hollis Avenue, Queens",40.70597299999999,-73.75784399999998,Queens,Hollis,80,3
10,Dunkin',ChIJeb1wWhNhwokReos49-CmPWE,3.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",341.0,1.0,"18711 Jamaica Avenue, Queens",40.7105425,-73.7721468,Queens,Jamaica,86,3
11,Crown Fried Chicken,ChIJ27MduGxhwokR8uQ_dqyxXxs,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",65.0,1.0,"18803 Jamaica Avenue, Hollis",40.7111591,-73.77073740000002,Queens,Jamaica,86,3
12,Burger King,ChIJ-a1M4G1hwokR-ZkRPOkaAUI,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",224.0,1.0,"195-10 Jamaica Avenue, Queens",40.713049100000006,-73.76555440000001,Queens,Hollis,80,3
13,Popeyes Louisiana Kitchen,ChIJ-Y8vWnFhwokR60mxh1nMEI0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",261.0,1.0,"19702 Hillside Avenue, Hollis",40.7182598,-73.76503149999998,Queens,Jamaica Estates-Holliswood,87,3
14,Papa John's Pizza,ChIJcXx-hXlhwokRxu8raEC7zus,3.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",168.0,1.0,"8953 Francis Lewis Boulevard, New York",40.71844040000001,-73.7571141,Queens,Jamaica Estates-Holliswood,87,3
15,Subway,ChIJ2WVQFndhwokRX0muD-g_Scw,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",50.0,1.0,"20206 Hillside Avenue, Queens",40.7198235,-73.76146259999999,Queens,Jamaica Estates-Holliswood,87,3
16,Dunkin',ChIJE5eeG3dhwokRhlwtbqfIU68,3.2,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",185.0,1.0,"202-09 Hillside Avenue, Queens",40.720192,-73.76211059999999,Queens,Jamaica Estates-Holliswood,87,3
17,Panda House,ChIJURWhcndhwokRYXWo_4DLkwg,3.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",62.0,1.0,"204-02 Hillside Avenue, Hollis",40.7202482,-73.76092159999997,Queens,Jamaica Estates-Holliswood,87,3
18,Subway,ChIJrR6LXHthwokRpWbihspZVzg,3.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",89.0,1.0,"205-20 Jamaica Avenue, Queens",40.7136029,-73.7544628,Queens,Hollis,80,3
19,McDonald's,ChIJaxu4mfREwokRVyU8XM6Hod8,3.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1743.0,1.0,"2410 Coney Island Avenue, Brooklyn",40.5980781,-73.96142809999998,Brooklyn,Homecrest,81,1
20,KFC,ChIJ6-WzjuxEwokRuIjrvqLVQu8,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",583.0,1.0,"2026 Coney Island Avenue, Brooklyn",40.6076531,-73.9622311,Brooklyn,Homecrest,81,1
21,Taco Bell,ChIJQeSzjuxEwokR02aHizHS4f8,3.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",573.0,1.0,"2026 Coney Island Avenue, Brooklyn",40.6076351,-73.9622053,Brooklyn,Homecrest,81,1
22,Dunkin',ChIJM4n_W6ZhwokRV9bvuqFMb2c,3.5,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",165.0,1.0,"18823 Union Turnpike, Queens",40.72963620000001,-73.78050970000002,Queens,Fresh Meadows-Utopia,66,3
23,Domino's Pizza,ChIJwQHXWqZhwokR3FHHJRAT8XM,2.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",443.0,1.0,"18807 Union Turnpike, Queens",40.72953529999999,-73.7809262,Queens,Fresh Meadows-Utopia,66,3
24,Peking,ChIJbXLzg7ZhwokRav_14TE-liQ,3.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,1.0,"69-78 188th Street, Queens",40.73322530000001,-73.78358859999999,Queens,Fresh Meadows-Utopia,66,3
25,Empire,ChIJF8nhuQBhwokRSxywUNz8cqc,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",36.0,1.0,"17817 Union Turnpike, Flushing",40.7266852,-73.789349,Queens,Fresh Meadows-Utopia,66,3
26,Subway,ChIJM24t7ABhwokRaN0LKu2Yhnk,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",73.0,1.0,"176-71 Union Turnpike, Queens",40.7261831,-73.7910689,Queens,Fresh Meadows-Utopia,66,3
27,Boston Market,ChIJDbqIHbFhwokRCTMRQNFlw34,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",517.0,1.0,"61-45 188th Street, Queens",40.7395755,-73.78565019999998,Queens,Fresh Meadows-Utopia,66,3
28,Five Guys,ChIJpXN6G7FhwokRtBkaHssngkQ,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",457.0,2.0,"61-22 188th Street, Fresh Meadows",40.73992250000001,-73.786551,Queens,Fresh Meadows-Utopia,66,3
29,QDOBA Mexican Eats,ChIJXwMLA7FhwokRdpWxkv_psqk,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1011.0,1.0,"61-40 188th Street, Queens",40.739449,-73.7864578,Queens,Fresh Meadows-Utopia,66,3
30,Applebee's Grill + Bar,ChIJFdu6A7FhwokROXGrNrWAkTc,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1393.0,2.0,"61-48 188th Street, Queens",40.7391689,-73.7864412,Queens,Fresh Meadows-Utopia,66,3
31,King Wok,ChIJx51K07NhwokRH3Tt6uQifAM,2.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",31.0,1.0,"184-20 Horace Harding Expressway, New York",40.73974399999999,-73.7893297,Queens,Fresh Meadows-Utopia,66,3
32,Checkers,ChIJP8QfGbVmwokRyUCpiVQ3dxI,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",374.0,1.0,"122-21 Merrick Boulevard, Queens",40.68358129999999,-73.7688541,Queens,St. Albans,153,3
33,Wingstop,ChIJX6jeKdBnwokRCROUf-PRBdo,2.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",66.0,2.0,"12614 Merrick Boulevard, Queens",40.681541,-73.7662167,Queens,St. Albans,153,3
34,Little Caesars Pizza,ChIJ_WC3eLRmwokR_6IQgA9nZTE,3.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",20.0,1.0,"127-9 Merrick Boulevard, Jamaica",40.68173549999999,-73.76512559999998,Queens,St. Albans,153,3
35,Subway,ChIJfVSSh7NmwokRrSAKoHJRxh4,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",148.0,1.0,"127-02 Merrick Boulevard, Queens",40.68135270000001,-73.7654417,Queens,St. Albans,153,3
36,Popeyes Louisiana Kitchen,ChIJkxChU05hwokR7gof4BuveCc,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",237.0,1.0,"11713 Farmers Boulevard, Queens",40.6908572,-73.762136,Queens,St. Albans,153,3
37,Crown Fried Chicken,ChIJnZpbr09hwokRbLbYGhp-rqw,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",48.0,1.0,"189-03 Linden Boulevard, St. Albans",40.6920102,-73.76207959999998,Queens,St. Albans,153,3
38,Dunkin',ChIJywk2rk9hwokR7YWhekvNfgk,3.9,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",200.0,1.0,"18905 Linden Boulevard, Queens",40.6920589,-73.7619739,Queens,St. Albans,153,3
39,Burger King,ChIJhalGf1phwokRpqRJaJi8UvE,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",327.0,1.0,"194-14 Linden Boulevard, Queens",40.69283100000001,-73.75712879999998,Queens,St. Albans,153,3
40,Domino's Pizza,ChIJ4Ur7hSZhwokRMQMUk1GAYwQ,2.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",549.0,1.0,"10950 Merrick Boulevard, Queens",40.69601760000001,-73.783345,Queens,South Jamaica,148,3
41,Papa John's Pizza,ChIJxWs0syZhwokRTStIpOE-x3I,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",128.0,1.0,"109-28 Merrick Boulevard, Queens",40.69656679999999,-73.7838934,Queens,South Jamaica,148,3
42,Little Caesars Pizza,ChIJ5X8j8S9hwokR3XS4x8FmmOk,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",11.0,1.0,"109-28 Merrick Boulevard, Jamaica",40.69666,-73.78403999999998,Queens,South Jamaica,148,3
43,Dunkin',ChIJ6-IPa4VdwokR28e2TugtMao,4.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",140.0,1.0,"19605 Grand Central Parkway, Queens",40.7250925,-73.77154949999998,Queens,Jamaica Estates-Holliswood,87,3
44,Hong Kong,ChIJ4T0ZTQ1hwokRA7r6hyDl98s,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.0,1.0,"19012 Hillside Avenue, Hollis",40.7156633,-73.77137479999998,Queens,Hollis,80,3
45,McDonald's,ChIJ44_UcndhwokR63eq3oA9W_o,3.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",326.0,1.0,"204-11 Hillside Avenue, Queens",40.720814,-73.761147,Queens,Jamaica Estates-Holliswood,87,3
46,Crown Fried Chicken,ChIJ6zZxBhFhwokRaLj6m5McqDE,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",177.0,1.0,"204-20 Hillside Avenue, Jamaica",40.7204313,-73.7602902,Queens,Jamaica Estates-Holliswood,87,3
47,Burger King,ChIJ1_RRfKREwokRRPtimG1npmI,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",141.0,1.0,"2773 Nostrand Avenue, Brooklyn",40.6168719,-73.9446068,Brooklyn,Flatlands,61,1
48,Win Hing,ChIJryFcwxRFwokRDZfVjRZtJZA,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"2934 Avenue R, Brooklyn",40.60732279999999,-73.94280400000002,Brooklyn,Madison,97,1
49,Pronto Pizza,ChIJRUkwP5lEwokR7xqIV-avVjo,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",295.0,1.0,"2928 Avenue R, Brooklyn",40.607228000000006,-73.943011,Brooklyn,Madison,97,1
50,Empire,ChIJlbOS4IREwokRkt_JxmkdXmY,2.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",37.0,,"2702 Avenue U, Brooklyn",40.5999361,-73.94456579999998,Brooklyn,Madison,97,1
51,Dunkin',ChIJgaGSJURFwokRcaAQdWO2MvQ,3.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",15.0,1.0,"2501 Avenue U, Brooklyn",40.6000825,-73.94649620000001,Brooklyn,Madison,97,1
52,Dunkin',ChIJu0U_FZZEwokRCE29TPn-7Mk,3.6,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",364.0,1.0,"1903 Kings Highway, Brooklyn",40.61052,-73.95452009999998,Brooklyn,Madison,97,1
53,Dunkin',ChIJJUk1LTtbwokReYXGbxKz5UU,3.4,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",91.0,1.0,"418 Coney Island Avenue, Brooklyn",40.6476518,-73.971552,Brooklyn,Windsor Terrace,180,1
54,KFC,ChIJA3HgBTBbwokRBimtCbzwnoM,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",406.0,1.0,"534 Coney Island Avenue, Brooklyn",40.6442162,-73.97054969999998,Brooklyn,Kensington-Ocean Parkway,88,1
55,Burger King,ChIJpWk96CdbwokRKAk5E92ZTaM,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",569.0,1.0,"3301 Fort Hamilton Parkway, Brooklyn",40.6469729,-73.9815366,Brooklyn,Kensington-Ocean Parkway,88,1
56,Domino's Pizza,ChIJo5OaPUNbwokRVgz1xo9KN8s,2.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",478.0,1.0,"1555 Nostrand Avenue, Brooklyn",40.6481156,-73.94905240000001,Brooklyn,Erasmus,58,1
57,Dunkin',ChIJteGqlUJbwokR97z-RzT59g4,4.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",225.0,1.0,"1467 Nostrand Avenue, Brooklyn",40.65039700000001,-73.949299,Brooklyn,Erasmus,58,1
58,Burger King,ChIJyfEqkkJbwokRDOpqrGMUnFA,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",572.0,1.0,"2848 Church Avenue, Brooklyn",40.6505596,-73.9498141,Brooklyn,Erasmus,58,1
59,Subway,ChIJ91MCrK9fwokR9FTrM2FY2qQ,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",78.0,1.0,"3005 Church Avenue, Brooklyn",40.65100749999999,-73.9492218,Brooklyn,Erasmus,58,1
60,Crown Fried Chicken & Pizza,ChIJa-oLzmhbwokRVyT85diDREo,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",101.0,1.0,"1263 Nostrand Avenue, Brooklyn",40.6561391,-73.94997640000003,Brooklyn,Prospect Lefferts Gardens-Wingate,132,1
61,King Wok,ChIJs6IpK29bwokRnxd1ezQb1Lw,3.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",32.0,,"1250 Nostrand Avenue #3843, Brooklyn",40.656581,-73.9504046,Brooklyn,Prospect Lefferts Gardens-Wingate,132,1
62,Papa John's Pizza,ChIJ91WZrW5bwokRjCRNwqfuud0,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",168.0,1.0,"601 Rogers Avenue, Brooklyn",40.6570626,-73.9529111,Brooklyn,Prospect Lefferts Gardens-Wingate,132,1
63,Kennedy Fried Chicken,ChIJyc8GM671wokRtjK00BKpLpg,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.0,,"973 Leggett Avenue, The Bronx",40.81497179999999,-73.8997651,Bronx,Longwood,95,0
64,Dunkin',ChIJuZJZ7q71wokREyhDcOHSY-U,4.1,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",15.0,1.0,"762 Southern Boulevard, The Bronx",40.81508270000001,-73.8972098,Bronx,Longwood,95,0
65,Subway,ChIJjxMima71wokRZwE3uVLWPo4,3.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",47.0,1.0,"1024 Longwood Avenue, The Bronx",40.8163212,-73.89664559999999,Bronx,Longwood,95,0
66,El Valle,ChIJg47Gl671wokRR_Obc9bP5o0,3.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",548.0,2.0,"794 Southern Boulevard, The Bronx",40.8159837,-73.8962671,Bronx,Longwood,95,0
67,Kennedy Chicken,ChIJYztDtqz1wokR1vJWxA4geAc,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,,"945 East 163rd Street, The Bronx",40.821318,-73.89616590000001,Bronx,Longwood,95,0
68,Good Taste,ChIJ6dtmMVP0wokRk4tlm3FH71M,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",65.0,,"941-A Westchester Avenue, The Bronx",40.82239819999999,-73.89666940000002,Bronx,Longwood,95,0
69,White Castle,ChIJO2uRK1P0wokRky4FUNEOZT4,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",1391.0,1.0,"931 Westchester Avenue, The Bronx",40.82206220000001,-73.8974897,Bronx,Longwood,95,0
70,Jimbo's Hamburger Palace,ChIJ9Y_ZiJb1wokRt-DFGMEeNdk,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",181.0,2.0,"1025 East 163rd Street, The Bronx",40.82119569999999,-73.8921842,Bronx,Hunts Point,84,0
71,Burger King,ChIJaYpfIFX0wokR0KhI9X6skMA,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",522.0,1.0,"977 Southern Boulevard, The Bronx",40.82214179999999,-73.8920689,Bronx,Hunts Point,84,0
72,El Valle,ChIJc-OljFT0wokRL6PSc8ZYiho,3.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",658.0,1.0,"1008 Westchester Avenue, The Bronx",40.82355020000001,-73.89342370000001,Bronx,Hunts Point,84,0
73,Domino's Pizza,ChIJHWZ8RQD1wokRUe_0tx_P1n8,2.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",263.0,1.0,"946 Southern Boulevard, The Bronx",40.8216357,-73.8914896,Bronx,Hunts Point,84,0
74,McDonald's,ChIJvydCxar1wokRF3XLU1V5BKU,3.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",775.0,1.0,"925 Hunts Point Avenue, The Bronx",40.8203683,-73.8914534,Bronx,Hunts Point,84,0
75,King's Chef,ChIJi-DeP1L0wokR55JVOjqpHpg,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",118.0,,"1095 Prospect Avenue #1, The Bronx",40.82595329999999,-73.89921810000001,Bronx,Longwood,95,0
76,Dunkin',ChIJveTkYVL0wokRTIW6AGN0_TY,3.9,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",66.0,1.0,"1041 Prospect Avenue, The Bronx",40.82508,-73.90040599999998,Bronx,Longwood,95,0
77,Crown Fried Chicken,ChIJNcQOqLL1wokRt7kicSm16Q0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",103.0,1.0,"921 Prospect Avenue, The Bronx",40.821851,-73.9009287,Bronx,Morrisania-Melrose,107,0
78,Texas Chicken & Burgers,ChIJ693yXVT0wokRKLPxS7Aw0vg,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",137.0,1.0,"1027 Westchester Avenue, The Bronx",40.8242299,-73.8931564,Bronx,Hunts Point,84,0
79,Kennedy Chicken,ChIJx2UI0b9bwokRZ2prMuABl6o,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",59.0,,"433 Dekalb Avenue, Brooklyn",40.6904745,-73.9600548,Brooklyn,Clinton Hill,34,1
80,Crown Fried Chicken & Pizza,ChIJtVgFWoVbwokRs40DV8KP5Y8,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",28.0,,"1147 Fulton Street, Brooklyn",40.6813568,-73.95594779999998,Brooklyn,Clinton Hill,34,1
81,Popeyes Louisiana Kitchen,ChIJVxHKxplbwokRy9xtxa4wU0I,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",181.0,1.0,"1153 Fulton Street, Brooklyn",40.680935,-73.9554898,Brooklyn,Clinton Hill,34,1
82,Dunkin',ChIJ40GZgz1bwokRO-bPTHuvEmI,3.4,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",18.0,1.0,"1151 Fulton Street, Brooklyn",40.6812927,-73.9555578,Brooklyn,Clinton Hill,34,1
83,Checkers,ChIJfxbJ-hBhwokR6qNB2zgtrgA,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",281.0,1.0,"181-30 Hillside Avenue, Queens",40.71320100000001,-73.78078719999998,Queens,Jamaica,86,3
84,Dunkin',ChIJ318GZ8lgwokRVXmg8pUWrag,3.8,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",122.0,1.0,"13430 Atlantic Avenue, Queens",40.6968614,-73.81431640000002,Queens,Richmond Hill,137,3
85,Dunkin',ChIJv43RBc1gwokROPTaxSnwbYs,4.0,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",322.0,1.0,"14401 Liberty Avenue, Queens",40.6929007,-73.808944,Queens,Jamaica,86,3
86,Dunkin',ChIJW-6dAyxhwokRZhLAOfJKHHg,2.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",9.0,1.0,"9331 Sutphin Boulevard, Queens",40.699894500000006,-73.80724459999998,Queens,Jamaica,86,3
87,Dunkin',ChIJdwahQpWMUocRjFhwBzcMp9Y,4.2,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",86.0,1.0,"13850 Jamaica Avenue, Queens",40.7023407,-73.8135678,Queens,Jamaica,86,3
88,Wendy's,ChIJbRaMP8ZgwokReCReUM8TIro,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",2222.0,1.0,"138-42 Jamaica Avenue, Queens",40.7028198,-73.81411820000002,Queens,Briarwood-Jamaica Hills,19,3
89,McDonald's,ChIJa1-2icRgwokRUD-EsahW3wA,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1406.0,1.0,"138-32 Jamaica Avenue, Queens",40.7022892,-73.8142868,Queens,Jamaica,86,3
90,Little Caesars Pizza,ChIJG4lpEsVgwokR4KXSmuljV34,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",216.0,1.0,"146-05 Jamaica Avenue, Queens",40.7019878,-73.8086958,Queens,Jamaica,86,3
91,Subway,ChIJxaPubcVgwokRqSr9dd9uzxs,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",74.0,1.0,"146-04 Jamaica Avenue, Queens",40.70161179999999,-73.80879910000002,Queens,Jamaica,86,3
92,Pizza Hut,ChIJ_XoKripnwokRz5n9TYB4vvw,3.7,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",414.0,1.0,"111-02 Sutphin Boulevard, Queens",40.68834529999999,-73.7957863,Queens,Airport,0,3
93,Yummy Taco,ChIJ0ZTknNVmwokRBUw1YrP0BUc,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",127.0,1.0,"11404 Sutphin Boulevard, Jamaica",40.6861,-73.79396419999998,Queens,Airport,0,3
94,Little Caesars Pizza,ChIJe1n8ntVmwokRgzZjsb3ECdA,4.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",168.0,1.0,"114-10 Sutphin Boulevard, Queens",40.6859611,-73.7939554,Queens,Airport,0,3
95,Subway,ChIJkaOfntVmwokRrBbQBSAx4HE,4.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",87.0,1.0,"114-14C Sutphin Boulevard, Queens",40.6858104,-73.7937754,Queens,Airport,0,3
96,Silver's Crust,ChIJ8V47n9VmwokRfI7BgavHDu0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.0,1.0,"114-20 Sutphin Boulevard, Jamaica",40.6856406,-73.7936744,Queens,Airport,0,3
97,Dunkin',ChIJFSvrmNVmwokRQP5jKpK1rQA,3.7,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",251.0,1.0,"11420 Sutphin Boulevard, Queens",40.68565269999999,-73.7936656,Queens,Airport,0,3
98,McDonald's,ChIJQ5HhCtVmwokRQS2Ud6mH9Xs,3.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1513.0,1.0,"114-01 Sutphin Boulevard, Queens",40.6861393,-73.79332289999998,Queens,Airport,0,3
99,Kennedy Fried Chicken & Pizza,ChIJoYGb7DxhwokR_xWw3_-5tso,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,,"17373 106th Avenue, Jamaica",40.7028896,-73.78124729999998,Queens,South Jamaica,148,3
100,Joe's Pizza,ChIJW3m4gVqLwokRmQI--LHXow8,4.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",103.0,1.0,"3009 Middletown Road # A, The Bronx",40.8441752,-73.83007479999998,Bronx,Pelham Bay-Country Club-City Island,127,0
101,Boston Market,ChIJtR3vtUeLwokRyRtjGLhPO70,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",712.0,1.0,"3371-85 East Tremont Avenue, The Bronx",40.833966,-73.8285444,Bronx,Schuylerville-Throgs Neck-Edgewater Park,142,0
102,Dunkin',ChIJzz8HyFCLwokRfqViLhzijfg,4.1,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",169.0,1.0,"1752 Crosby Avenue, The Bronx",40.8464078,-73.83157340000002,Bronx,Pelham Bay-Country Club-City Island,127,0
