name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
El Diablo Tacos,El Morro Restaurant & Bar,86,"484 Union Avenue, Brooklyn",brooklyn,90
Pheasant,Park Pleasant Deli,79,"445 Graham Avenue, Brooklyn",brooklyn,90
Stumpys Spot,T&G Restaurant Spot,86,"777 Saratoga Avenue, Brooklyn",brooklyn,90
China City,China City,100,"790 Saratoga Avenue, Brooklyn",brooklyn,90
Dominique Knight,DROM,68,"184 Tapscott Street, Brooklyn",brooklyn,90
Crown Fried Chicken Menu Rockaway Ave Brooklyn Near 11212,Crown Fried Chicken,90,"842 Rockaway Avenue, Brooklyn",brooklyn,90
Blendzville Cafe,Cafe 47,86,"5 Sutter Avenue, Brooklyn",brooklyn,90
Happy House,Happy House Seafood Restaurant,90,"1 Sutter Avenue, Brooklyn",brooklyn,90
Pitkin Seafood,Sea,90,"1670 Pitkin Avenue, Brooklyn",brooklyn,90
Sal & Paul's Pizzeria,Sal & Pauls Pizza,89,"1686 Pitkin Avenue, Brooklyn",brooklyn,90
Hasley Soul Food,famous restaurant Chinese food,86,"444 Rockaway Avenue, Brooklyn",brooklyn,90
Loma,Loma restaurant and coffee shop,90,"454 Rockaway Avenue, Brooklyn",54 Rockaway Ave,90
Manaa Soul Food Restaurant,Soul Food Restaurant,95,"478 Rockaway Avenue, Brooklyn",478 Rockaway Ave,90
Dennis Place,Market Place Restaurant,86,"1701 Pitkin Avenue, Brooklyn",brooklyn,90
Shun Fat,Fat Cheng Restaurant,86,"1716 Pitkin Avenue, Brooklyn",brooklyn,90
Big Apple Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"489 Rockaway Avenue, Brooklyn",brooklyn,90
Crown Grill Chicken and Salad,C B Finger Licking Jamaican and West Indian Restaurant,86,"1719 Pitkin Avenue, Brooklyn",brooklyn,90
Sisters and family Resturant West Indian American and African food,Ghoroa Sweets and Restaurant,86,"1727 Pitkin Avenue, Brooklyn",brooklyn,90
Familia Diana's Farm,Theresa's Polish American Restaurant,86,"1729 Pitkin Avenue, Brooklyn",brooklyn,90
Pier #11,Tony's Pier Restaurant,86,"36 Belmont Avenue, Brooklyn",brooklyn,90
GOOD BROTHERS STEAK & TAKE,Tokyo Steak,86,"110 Osborn Street, Brooklyn",brooklyn,90
Peoples supermaRKET,MK Supermarket Master Food Inc.,86,"163 Osborn Street, Brooklyn",brooklyn,90
Havana Express,Havana,90,"Havana Express, 815 Hutchinson River Parkway, The Bronx","1095 Prospect Ave, Bronx, NY 10459",86
The Waterfront NYC,The Golden Glass Restaurant,86,"500 Hutchinson River Parkway, The Bronx",1045 easter parkway,86
IKKO Hibachi Sushi Asian Bistro,Sushi Ji Restaurant,86,"3938 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
La Parada,La Parada,100,"3830 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Crosstown Diner,Diner,90,"2880 Bruckner Boulevard, The Bronx",729 Bruckner Blvd,86
Healthy Fresh INC,Fresh Meadows Pizzeria and Restaurant,86,"3432 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
El Paisano Pizza & Pasta,Pizza,90,"3444 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Wah Yoan,Fuh Wah Restaurant,86,"3486 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Mama Puebla,Mama’s Coffee Shop & Restaurant,86,"3465 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Legendary Bar & Grill,Gen,90,"3513 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Mamajuana Cafe The Bronx,Cafe 47,86,"3233 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Taqueria Lupita,Mi Barrio Taqueria Restaurant,86,"3550 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Cousins Pizzeria,La Strada Pizzeria & Restaurant,86,"3579 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
HK Kitchen & Draft House,Chang Jiang Kitchen Chinese Restaurant,86,"3599 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Casa Restaurant & Lounge,Casa Restaurant & Lounge,100,"3607 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Cestra's Pizza,Cestra's Pizza,100,"3617 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Hawaii,Blue Hawaii Restaurant,90,"4112 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
New Green Dragon,Green Dragon,95,"4111 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Tosca Rooftop Garden Bar,Garden 13 Dairy Restaurant and Pizza,86,"4034 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
The Miles Coffee Bar,The Miles Coffee Bar,100,"4039 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Muscle Maker Grill,Golden Krust Caribbean Bakery and Grill,86,"4041 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Tommy's Pizza,Tommy's Pizza,100,"4033 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
The Wicked Wolf,The Golden Glass Restaurant,86,"4029 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Xing & Hui Linda's Kitchen,Moti's,86,"4006 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Throgs Neck Fried Chicken,Chicken Festival,86,"4011 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Patricia's Pizza of Tremont,Patricia's of Tremont,95,"3883 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Icehouse Café,Ice House Cafe,92,"140 Reynolds Avenue, The Bronx",311 Avenue X,86
Emilio's Pizza,emilio's Pizza,100,"3843 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Travesias Latin Fusion Cuisine,Amin Indian Cuisine,86,"3834 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
15 Flavors NYC,The NYC Bull - Restaurant & Rotisserie,86,"3813 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Yamada,Yamada Japanese Restaurant,90,"3811 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Sugi Sushi,Ginpachi Sushi Restaurant,86,"3799 East Tremont Avenue, The Bronx",196 23 Jamaica Avenue,86
Heat Caribbean Kitchen & Lounge,Ming Hing Kitchen,86,"100-05 Atlantic Avenue, Richmond Hill",100-11,86
Chimi Mundo,El Gran Chimi Deli & Grill,86,"9805 Atlantic Avenue, Ozone Park",196 23 Jamaica Avenue,86
Luigi Pizza,Luigi's Pizza,95,"10402 Atlantic Avenue, Ozone Park",196 23 Jamaica Avenue,86
102 Billiards,Li Li,86,"10214 Jamaica Avenue, Jamaica",Jamaica ave,90
Palace Fried Chicken,China palace chinese restaurant,86,"10402 Jamaica Avenue, Jamaica",Jamaica ave,90
Nando Deli Corp,Deli,90,Richmond Hill,1381 E. Gun Hill Road,86
Tom's,Tom's Restaurant,90,"10410 Jamaica Avenue, Richmond Hill",10410 Jamaica Ave,90
Tlaxcalita La Bella Mexican Restaurant,Restaurant,90,"104-22 Jamaica Avenue, Richmond Hill",Jamaica ave,90
Don Miguel Restaurant Centeoamericano,Restaurant,90,"104-26 Jamaica Avenue, Queens",Jamaica ave,90
El Cafetal Bakery,El Cafetal,90,"10225 Jamaica Avenue, Jamaica",Jamaica ave,90
La Cocina de Alex,La Cocina,90,"102-03 Jamaica Avenue, Queens",102-03,90
Chacha,Ahuachapan Restaurant,75,"8630 102nd Street, Jamaica",Street,90
829 Bar and Restaurant,Restaurant,90,"104-19 Jamaica Avenue, Richmond Hill",Jamaica ave,90
Nutty Sports Bar & Grill,La Kuchara Ecuadorian Restaurant Bar,86,"105-06 Jamaica Avenue, Richmond Hill",105-06 Jamaica Ave,90
El Anzuelo Fino,El Anzuelo Fino,100,"98-01 Jamaica Avenue, Woodhaven",98-01 Jamaica Ave,90
Armando's Pollo Rico,Armando's Pollo Rico,100,"11002 Jamaica Avenue, Jamaica",11002 Jamaica Ave,90
Las Palmitas Deli,Deli,90,"10915 Jamaica Avenue, Richmond Hill",Jamaica ave,90
Tauros Bar Restaurant,Tauros Bar & Restaurant,95,"108-02 Jamaica Avenue, Jamaica",160-02 Jamaica Avenue,90
El Chalaco Peruano,El Coyote Mexican Restaurant,86,"11017 Jamaica Avenue, New York",New York,90
Pollos a la Brasa,Pollos a La Brasa Mario,95,"110-17 Jamaica Avenue, Queens",Jamaica ave,90
Mr. Lin's,Mr. Lin's Chinese,90,"11021 Jamaica Avenue, Jamaica",11021 Jamaica Ave,90
Sultan's Dine,Theresa's Polish American Restaurant,86,"110-23 Jamaica Avenue, New York",New York,90
Fortune Kitchen,Chang Jiang Kitchen Chinese Restaurant,86,"10707 Jamaica Avenue, Jamaica",10707 Jamaica Ave,90
Diaz Grocery,Diaz Grocery,100,"106-15 Jamaica Avenue, Jamaica",Jamaica ave,90
Tasty Shanghai,Shanghai,90,"106-15 Jamaica Avenue, Richmond Hill",Jamaica ave,90
El Gran Canario II,Bar Sol De Quito Restaurant II,86,"11117 Jamaica Avenue, Queens",Jamaica ave,90
Caleta 111,Caleta Restaurant,86,"111-27 Jamaica Avenue, Richmond Hill",Jamaica ave,90
Richi Rich,Rich Restaurant,86,"11019 Atlantic Avenue, Richmond Hill",196 23 Jamaica Avenue,86
El Rancho,El Rancho Deli,90,"105-13 Jamaica Avenue, Jamaica",Jamaica ave,90
Richi Rich Palace,China palace chinese restaurant,86,"11019 Atlantic Avenue, Richmond Hill",196 23 Jamaica Avenue,86
SHAHI grill & gyro HALAL,Halal,90,"9181 111st, Richmond Hill",2 E Gun Hill Rd,86
Two Brothers Halal Gyro,Halal,90,"112-11 Jamaica Avenue, Richmond Hill",Jamaica ave,90
PICADERAS DOMINICANAS EN NEW YORK,New Ho Wah,86,"9517 94th Street fl 2, Ozone Park",Street,90
Clocktower Plaza,Lanueva Plaza Restaurant,86,"92-10 Atlantic Avenue, Queens",37-10 114th St,86
El Viejo Yayo,El Viejo Yayo,100,"97-12 101st Avenue, Jamaica",1st ave.,90
Galleria Pizza,Pizza Pizza,95,"95-20 101st Avenue, New York",New York,90
Pio Pio Dominicano,Pio Pio,90,"103-09 101st Avenue, Ozone Park",1st ave.,90
Marios Pizzeria and restaurant,Pizzeria & Restaurant,95,"102-12 101st Avenue, Ozone Park",1st ave.,90
Casa Parse,Casa,90,"94-09 101st Avenue, Ozone Park",1st ave.,90
El Campeōn De Los Pollos 2 Restaurant,Restaurant,90,Ozone Park,451 Morris Park Ave,86
Homemade Taqueria,Mi Barrio Taqueria Restaurant,86,"94-09 101st Avenue, New York",New York,90
Fratelli Pizzeria,Fratelli Pizzeria & Bakery,90,"27 Seguine Avenue, Staten Island",27 Seguine Ave,90
New Island,New Island Chinese Restaurant,90,"27 Seguine Avenue, Staten Island",27 Seguine Ave,90
Cucumber Sushi & Salad Bar,"Caribbean American Ent. Bar, Lounge & Restaurant",86,"5834 Amboy Road, Staten Island",563 Coney Island Ave,86
Domenico's Pizzeria,Domenick's Pizzeria,95,"5838 Amboy Road, Staten Island",563 Coney Island Ave,86
Finn& Oli,Li Li,86,"5501 Amboy Road, Staten Island",563 Coney Island Ave,86
Saporito Pizza,Pizza Pizza,95,"896 Huguenot Avenue, Staten Island",896 Huguenot Ave,90
Kuzina,Deli - Kulinarija,75,"895 Huguenot Avenue, Staten Island",895 Huguenot Ave,90
Chopsticks House,Hunan House Chinese Restaurant,86,"895 Huguenot Avenue, Staten Island",895 Huguenot Ave,90
Ciro Pizza Cafe,Pizza Pizza,95,"862 Huguenot Avenue, Staten Island",862 Huguenot Ave,90
Amici Brick Oven Pizza,Amici Brick Oven Pizza,100,"6309 Amboy Road, Staten Island",563 Coney Island Ave,86
IL FORNO PIZZERIA,La Strada Pizzeria & Restaurant,86,"6382 Amboy Road, Staten Island",563 Coney Island Ave,86
Supreme Memorials,Taste Supreme Jamaican Restaurant,86,"6395 Amboy Road, Staten Island",563 Coney Island Ave,86
Wall Street Grill,Golden Krust Caribbean Bakery and Grill,86,"128 Pearl Street, New York","New York, New York",95
Killarney Rose,Killarney Rose,100,"127 Pearl Street, New York","New York, New York",95
Haru Sushi,Maru sushi,90,"1 Wall Street, New York","New York, New York",95
Andaz Kitchen & Bar,Bar Sol De Quito Restaurant II,86,"75 Wall Street, New York","New York, New York",95
Tacos Cholula Food Truck,Food Truck,90,"75 Wall Street, New York","New York, New York",95
Wall & Water,Great Wall Restaurant,86,"75 Wall Street, New York","New York, New York",95
Fino,Portofino Restaurant,90,"82 Beaver Street, New York","New York, New York",95
11 Hanover Greek,The Greek Family Restaurant,86,"11 Hanover Square, New York",New York,90
Cafe Arte 2,Arte,90,"75 Wall Street, New York","New York, New York",95
The Little Beet,Little Bandgladesh Restaurant,86,"5 Hanover Square, New York","New York, New York",95
Banh Mi Cart,Mi Barrio Taqueria Restaurant,86,"Hanover Square, New York","New York, New York",95
Luckyim Thai,Lucky,90,"Hanover Square, New York","New York, New York",95
John's Corner Food Truck,Food Truck,90,"7 Hanover Square, New York","New York, New York",95
&pizza - Wall Street,Pizza,90,"63 Wall Street, New York","New York, New York",95
El Vez and Burrito Bar,Ambrosia Italian and Albanian Restaurant,86,"259 Vesey Street, New York","New York, New York",95
Atrio Wine Bar & Restaurant,Restaurant,90,"102 North End Avenue, New York",New York,90
Parm,Parm,100,"250 Vesey Street, New York","New York, New York",95
Pick A Bagel,a taberna Portuguese restaurant,86,"102 North End Avenue, New York",New York,90
Beans & Greens,Bea,90,"245 Murray Street, New York",New York,90
Harry's Italian Murray Street,Moti's,86,"225 Murray Street, New York",New York,90
Wei West,C B Finger Licking Jamaican and West Indian Restaurant,86,"235 Murray Street, New York",New York,90
Battery Place Market,Seafish Market Seafood Restaurant,86,"240 Murray Street, New York",New York,90
P.J. Clarke's,Theresa's Polish American Restaurant,86,"250 Vesey Street, New York","New York, New York",95
Del Frisco's Grille,Theresa's Polish American Restaurant,86,"250 Vesey Street, New York","New York, New York",95
Olive's,Theresa's Polish American Restaurant,86,"225 Liberty Street, New York",225 Liberty St,90
Blue Ribbon Sushi Bar at Hudson Eats,Beef Bar Restaurant牛吧美食坊,86,"225 Liberty Street, New York",225 Liberty St,90
"Blue Ribbon Sushi,Hudson Eats",Blue,90,"230 Vesey Street, New York","New York, New York",95
SKINNYPIZZA,Skinny Pizza,96,"225 Liberty Street, New York",225 Liberty St,90
Hudson Eats,The Shops & Restaurants at Hudson Yards,86,"Brookfield Place, Three World Financial Center, 230 Vesey Street, New York",4417 New Utrecht Ave,86
Mighty Quinn's Barbeque,Theresa's Polish American Restaurant,86,"225 Liberty Street, New York",225 Liberty St,90
Plaza Deli,Plaza Deli,100,"127 John Street, New York","New York, New York",95
Chubby Princess 胖格格,Chubby Burger Chicken & Pizza,86,"200 Water Street, New York","New York, New York",95
Roast Kitchen,Halal Chinese Kitchen,86,"199 Water Street, New York","New York, New York",95
Ch Supercraft Beer & Burgers,Craft,90,New York,New York,100
Cobble & Co.,Hyco Restaurant Supply Co,86,"19 Fulton Street, New York","New York, New York",95
by CHLOE. Seaport District,Fresco by Scotto,86,"181 Front Street, New York","New York, New York",95
Call Me Pasta!,Taste of Dolly's Pizza & Pasta Restaurant,86,"241 Pearl Street, New York","New York, New York",95
Banh Mi Cart,Mi Barrio Taqueria Restaurant,86,Water Street,Water Street,100
Papaya Dog,Salty Dog Bar and Restaurant,86,"50 Fulton Street, New York","New York, New York",95
Little Italy Pizzeria and Deli,Deli,90,"50 Fulton Street, New York","New York, New York",95
10 Corso Como Restaurant & Cafe,Restaurant,90,"200 Front Street, New York","New York, New York",95
Carne Mare,Stella Del Mare Restaurant,86,"89 South Street, New York","New York, New York",95
Il Brigante,Il Miglio Pizza & Italian Restaurant,86,"214 Front Street, New York","New York, New York",95
T. J. Byrnes,J and R Bakery and Restaurant,86,"77 Fulton Street, New York","New York, New York",95
Disney ABC Cafeteria,Clifford Chance Cafeteria-Restaurant Associates,86,"125 West End Avenue, New York",New York,90
PIER i CAFE,Stars Cafe & Restaurant,86,"500 W 70th St On The River at Pier i, New York",New York,90
Olympic Flame Diner,Diner,90,"200 West 60th Street, New York",St 6,90
The Greek Kitchen,The Golden Glass Restaurant,86,"889 10th Avenue, New York","New York, New York",95
Roosevelt Gourmet Deli,Roosevelt Gourmet Deli,100,"460 West 57th Street A, New York",New York,90
Alice's Tea Cup,Cup,90,"102 West 73rd Street, New York",New York,90
Zucker's Bagels & Smoked Fish,Fish,90,"273 Columbus Avenue, New York",New York,90
HARVEST KITCHEN,Chang Jiang Kitchen Chinese Restaurant,86,"269 Columbus Avenue, New York",New York,90
Tenzan Columbus Ave,"Campagnola Restaurant 1382 1St Ave, New York, Ny 10021",86,"285 Columbus Avenue, New York",New York,90
Angaar Classic Indian Cuisine,C B Finger Licking Jamaican and West Indian Restaurant,86,"283 Columbus Avenue, New York",New York,90
TAP NYC,The NYC Bull - Restaurant & Rotisserie,86,"267 Columbus Avenue, New York",New York,90
Sido Falafel & More,Benny's Kosher Pizza Falafel & Dairy Restaurant,86,"267 Columbus Avenue #11, New York",New York,90
Guyer's,Theresa's Polish American Restaurant,86,"286 Columbus Avenue, New York",New York,90
Columbus Gourmet Food,Columbus Gourmet Food,100,"261 Columbus Avenue, New York",61 Columbus Ave,90
The Dakota Bar,Ako,90,"53 West 72nd Street, New York",New York,90
Leyla,Keyla Restaurant & Bar,72,"108 West 74th Street, New York",New York,90
Legend 72,Gen,90,"127 West 72nd Street, New York",New York,90
Lilly's Cocktail and Wine,Ambrosia Italian and Albanian Restaurant,86,"50 West 72nd Street, New York",New York,90
Ella Social,Social Drink and Food,86,"249 Columbus Avenue, New York",New York,90
Pho Shop,O N Coffee Shop Restaurant,86,"141 West 72nd Street, New York",New York,90
Friedmans,Freemans,82,"130 West 72nd Street, New York",New York,90
The Ribbon,The Golden Glass Restaurant,86,"20 West 72nd Street, New York",New York,90
Pasha,Pasha,100,"70 West 71st Street, New York",New York,90
Polpette 71,Cafe 71,86,"71 West 71st Street, New York",New York,90
Big Nick's Pizza & Burgers,Pizza,90,"70 West 71st Street #70, New York",New York,90
Bistro Cassis,Luna Asian Bistro and Japanese Rooftop Restaurant 日本料理,86,"225 Columbus Avenue, New York",New York,90
Bin 71,71 New York Deli & Grocery,86,"237 Columbus Avenue, New York",New York,90
Pomodoro Rosso,Pomodoro Rosso,100,"229 Columbus Avenue, New York",229 Columbus Ave,90
Parm,Parm,100,"235 Columbus Avenue, New York",New York,90
Shalel Lounge,Shalel Lounge,100,"65 West 70th Street, New York",New York,90
Amber,Amber,100,"103 West 70th Street, New York",New York,90
Swagat,Swagat,100,"205 West 29th Street, New York",New York,90
VLife NYC,VLife,90,"348 7th Avenue, New York","New York, New York",95
Sticky’s,Theresa's Polish American Restaurant,86,"370 7th Avenue, New York","New York, New York",95
American Caviar,Theresa's Polish American Restaurant,86,"231 West 29th Street, New York",New York,90
The Triple Crown Ale House,The Triple Crown Ale House & Restaurant,90,"330 7th Avenue, New York","New York, New York",95
Niles,Niles NYC Bar & Restaurant,90,"371 7th Avenue, New York","New York, New York",95
Soup Spot,T&G Restaurant Spot,86,"220 West 31st Street #2, New York",New York,90
B & D Halal Restaurant,halal restaurant,95,"163 West 29th Street B, New York",New York,90
Buona Journata Food Truck,Food Truck,90,"201-203 West 28th Street, New York",New York,90
Mendy's Deli,Deli,90,"61 East 34th Street, New York",New York,90
Masala King,King Chinese Restaurant,86,"64 East 34th Street, New York",New York,90
Franchia Vegan Café,Franchia,90,"12 Park Avenue, New York","New York, New York",95
Cafe Rustico II,Cafe R,90,"62 East 34th Street, New York",New York,90
The Long Hall Pub & Grocery,The Restaurant,86,"58 East 34th Street, New York",New York,90
Bedford on Park,620 on Caton Pizzeria and Restaurant,86,"10 Park Avenue, New York","New York, New York",95
Wolfgang's,Theresa's Polish American Restaurant,86,"4 Park Avenue, New York","New York, New York",95
Tiberias,Iberia Foods,70,"45 East 34th Street, New York",New York,90
Koshe Poke,Poke Restaurant,86,"43 East 34th Street, New York",New York,90
Teriyaki Wok,King Wok Chinese Restaurant,86,"43 East 34th Street, New York",New York,90
Buffalo2go,Buffalo Deli & Grocery,63,"43 East 34th Street, New York",New York,90
Pitopia,Utopia,77,"43 East 34th Street, New York",New York,90
Kosher In Midtown,Simon Sez Kosher Restaurant,86,"43 East 34th Street, New York",New York,90
Eden Wok,Wok Wok,95,"43 East 34th Street, New York",New York,90
Upstate,Star,68,"33 East 33rd Street, New York",New York,90
Open Kitchen,Halal Chinese Kitchen,86,"33 East 33rd Street, New York",New York,90
Mysttik Masaala,Mysttik Masaala (Indian Food Truck),90,"90 Park Avenue, New York","New York, New York",95
The Shakespeare,The Golden Glass Restaurant,86,"24 East 39th Street, New York",New York,90
Park Avenue Tavern,Miller's Ale House - Rego Park,86,"99 Park Avenue, New York","New York, New York",95
Fields Good Chicken,Good Taste Chinese Restaurant,86,"26 East 40th Street, New York",New York,90
Rafiqui's,Rafiqui's Halal Food,90,"100 Park Avenue, New York","New York, New York",95
Taylor St - All Day Cafe - Bryant Park,Stars Cafe & Restaurant,86,"33 East 40th Street, New York",New York,90
Zuma,Montezuma Mexican Restaurant,90,"261 Madison Avenue, New York",New York,90
Rafiqis Food Cart,Food Cart,90,"104 East 40th Street, New York",New York,90
Sweetcatch Poke,Esca,68,"100 Park Avenue, New York","New York, New York",95
Benjamin Steakhouse,Boca Juniors Argentine Steakhouse,86,"52 East 41st Street, New York",New York,90
CAVA,Cava Restaurant,90,"280 Madison Avenue, New York",80 Madison Ave,90
Atto,Malatesta Trattoria,90,"120 East 39th Street, New York",New York,90
Cafe 101,Cafe 101,100,"101 Park Avenue, New York","New York, New York",95
Dill & Parsley,Parm,68,"295 Madison Avenue Ground Floor, New York",New York,90
Moonstruck Diner,Diner,90,"244 Madison Avenue, New York",New York,90
Pronto,Pronto Restaurant,90,"740 Park Avenue, New York","New York, New York",95
Wasey Spot,T&G Restaurant Spot,86,"695 Park Avenue, New York","New York, New York",95
Via Quadronno,Via Restaurant and Bar,86,"25 East 73rd Street, New York",New York,90
East Pole Fish,Fish,90,"964 Lexington Avenue #5023, New York",New York,90
Hunter Delicatessen,'Essen,90,"966 Lexington Avenue # 1, New York",New York,90
New York City Squeeze,New Fulin Kwok Seafood Restaurant,86,"956 Lexington Avenue, New York",New York,90
Caffe Dei Fiori,Caffe Vita Coffee Roasting Co.,86,"973 Lexington Avenue, New York",New York,90
Sette Mezzo,Mezzo Mezzo Restaurant & Comedy,86,"969 Lexington Avenue, New York",New York,90
Caravaggio,Caravaggio,100,"23 East 74th Street, New York",New York,90
Neil's Coffee Shop,Neil's Coffee Shop,100,"961 Lexington Avenue, New York",New York,90
Bella Blu,Blu,90,"967 Lexington Avenue, New York",New York,90
Mariella Pizza,Mariella Pizza,100,"965 Lexington Avenue, New York",New York,90
Brasserie Cognac East,East Far,86,"963 Lexington Avenue, New York",New York,90
Lexgourmet,Lex Gourmet Deli,81,"971 Lexington Avenue, New York",New York,90
Gina La Fornarina,La Strada Pizzeria & Restaurant,86,"1016 Lexington Avenue, New York",New York,90
Flora Bar,El Morro Restaurant & Bar,86,"945 Madison Avenue, New York",New York,90
BLT Prime,PRIME Rooftop Lounge at the Bentley,86,"1032 Lexington Avenue, New York",32 Lexington Ave,90
Paola's Osteria,Theresa's Polish American Restaurant,86,"1246 Madison Avenue, New York",New York,90
Gina La Fornarina,La Strada Pizzeria & Restaurant,86,"26 East 91st Street, New York",New York,90
Lolita's Kitchen & Burger House,Moti's,86,"1364 Lexington Avenue #1, New York",New York,90
Table d'Hôte,D Zion Restaurant,86,"44 East 92nd Street, New York",New York,90
Lex,Lex Restaurant,90,"1370 Lexington Avenue, New York",1370 Lexington Ave,90
Marinara Pizza UES,Marinara Pizza,95,"1376 Lexington Avenue, New York",New York,90
Pic Up Stix,The Mix Up Restaurant,86,"1372 Lexington Avenue, New York",New York,90
Paola's,Paola's Restaurant,90,"1295 Madison Avenue, New York",1295 Madison Avenue,90
Peri Ela,Perp Deli,71,"1361 Lexington Avenue, New York",1361 Lexington Ave,90
Sarabeth's,Sarabeth's East,90,"1295 Madison Avenue, New York",1295 Madison Avenue,90
