,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood
7445,White Castle,ChIJ9XgLEaxNwokRsnN2-6bXiyA,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",776.0,1.0,"2238 Forest Avenue, Staten Island",40.626765,-74.164321,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7446,Subway,ChIJLXxdGaxNwokREUBTHfFFO0Q,3.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",31.0,1.0,"2236 Forest Avenue, Staten Island",40.6262665,-74.16422759999998,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7447,Yummy Machi,ChIJO0HdG6xNwokRuPJFc8jebuI,4.4,"['meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",241.0,1.0,"2236 Forest Avenue, Staten Island",40.6262855,-74.16413109999998,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7448,Dunkin',ChIJW6hBPKxNwokR7-dnYKDR2wo,3.5,"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",242.0,1.0,"2222 Forest Avenue, Staten Island",40.6264847,-74.16376679999998,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7449,El sabor peruano,ChIJEQYIc2VNwokRb_fXAJfHnY8,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,"2220 Forest Avenue, Staten Island",40.626274,-74.16362740000002,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7450,"Mendis International, Inc.",ChIJeT7Nk_hMwokR56miYsZTVKs,,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,,"900 South Avenue, Staten Island",40.61696660000001,-74.17271319999998,Staten Island,New Springville-Bloomfield-Travis
7451,J & B Pizzeria Restaurant,ChIJW6hBPKxNwokRV5QJffArm0Q,3.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",102.0,,"2220 Forest Avenue, Staten Island",40.6261874,-74.1632561,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7452,Planet Wings,ChIJW6hBPKxNwokR2m7inVr19MA,3.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",99.0,1.0,"2220 Forest Avenue # 3 # 3, Staten Island",40.6266542,-74.16309220000002,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7453,DOMINICAN FOOD CORP.,ChIJp1STMqxNwokR89r1EZ9plQs,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",296.0,,"2180 Forest Avenue, Staten Island",40.62634190000001,-74.16227950000003,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7454,R a Deli,ChIJW02aLKxNwokR9cbPUzyaouc,4.5,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",122.0,1.0,"2180 Forest Avenue, Staten Island",40.62634190000001,-74.16227950000003,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7455,Lorenzo's,ChIJX0jg-flMwokRMA1p2EMoXzQ,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",269.0,2.0,"1100 South Avenue, Staten Island",40.6149025,-74.17665670000002,Staten Island,New Springville-Bloomfield-Travis
7456,Great China,ChIJnyph2q1NwokR96HUakWQw58,3.9,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",152.0,1.0,"2154 Forest Avenue, Staten Island",40.6264839,-74.16133470000003,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7457,Mama Rosaria's Pizza & Restaurant,ChIJsVY6AZ1NwokRPEey9lVvDT0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",56.0,,"2146 Forest Avenue, Staten Island",40.62637429999999,-74.1609938,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7458,Real Madrid,ChIJmemdigFNwokRH292iYWdp9g,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",512.0,2.0,"2075 Forest Avenue, Staten Island",40.626607,-74.158427,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7459,Domino's Pizza,ChIJ7yTx2E9MwokRvqx0V6gN8FM,3.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",286.0,1.0,"1430 Richmond Avenue, Staten Island",40.6134557,-74.1590444,Staten Island,New Springville-Bloomfield-Travis
7460,Hawaii Poke Bowl,ChIJTySY2U9MwokRaE-LJc34ufY,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",297.0,,"1430 Richmond Avenue, Staten Island",40.61336509999999,-74.1589718,Staten Island,New Springville-Bloomfield-Travis
7461,Applebee's Grill + Bar,ChIJWYR55k9MwokR0g-FS-st_9g,3.7,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",681.0,2.0,"1451 Richmond Avenue, Staten Island",40.6125836,-74.15865699999998,Staten Island,New Springville-Bloomfield-Travis
7462,Chili's Grill & Bar,ChIJS02UqlpMwokRNuJ3khpQyFQ,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",990.0,2.0,"1497 Richmond Avenue, Staten Island",40.6116251,-74.15918190000002,Staten Island,New Springville-Bloomfield-Travis
7463,Cheng's Restaurant,ChIJjfJNOLJNwokRCTSyxEUpKs8,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,,"2040 Forest Avenue, Staten Island",40.6256389,-74.1558974,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7464,Rinconcito Paisa,ChIJCVosE85NwokRgm9IdT3OzuM,4.1,"['bakery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",625.0,2.0,"2131, 1976 Forest Avenue, Staten Island",40.62558680000001,-74.15516939999998,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7465,Dairy Queen Grill & Chill,ChIJZSCJ1bNNwokRe0Fy4amQIVg,4.2,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",456.0,1.0,"2005 Forest Avenue, Staten Island",40.6262514,-74.15604379999998,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
7466,Tropical Smoothie Cafe,ChIJwd6ulFtMwokRJvmrHcKPPS8,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",157.0,1.0,"1650 Richmond Avenue, Staten Island",40.6083148,-74.16282690000001,Staten Island,New Springville-Bloomfield-Travis
7467,King Barka,ChIJMTWlM3D2wokR_RWFRYvSyfA,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",297.0,,"301 West 135th Street, New York",40.8167896,-73.94676779999998,Manhattan,Central Harlem North-Polo Grounds
7468,Baraka,ChIJ8x0LSXD2wokRg_lgL0VNH1Y,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",55.0,,"2546 Frederick Douglass Boulevard, New York",40.8168433,-73.94592309999999,Manhattan,Central Harlem North-Polo Grounds
7469,The Edge Harlem,ChIJ2d54lnr2wokRK-62uG2nIx8,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",853.0,2.0,"101 Edgecombe Avenue, New York",40.8198868,-73.9461127,Manhattan,Central Harlem North-Polo Grounds
7470,A Taste of Seafood,ChIJF3aUyXH2wokRijDYM0IsEwE,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",542.0,,"2530 Frederick Douglass Boulevard, New York",40.8162062,-73.94648409999998,Manhattan,Central Harlem North-Polo Grounds
7471,Crispy Bamboo Village,ChIJB4BMyXH2wokRLU-iYnuI4KY,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",47.0,,"2526 Frederick Douglass Boulevard, New York",40.8161242,-73.94648690000002,Manhattan,Central Harlem North-Polo Grounds
7472,Reverence,ChIJcRaXugf3wokRj3_JSIdbkq0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,,"2592 Frederick Douglass Boulevard, New York",40.8184637,-73.9448233,Manhattan,Central Harlem North-Polo Grounds
7473,Uptown Slices,ChIJs-lvtnH2wokRvcfXQhQcrHA,4.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,1.0,"272 West 135th Street, New York",40.8161571,-73.9461364,Manhattan,Central Harlem North-Polo Grounds
7474,Abyssinia,ChIJkwmZtnH2wokRcOy1PUOcBlY,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",331.0,2.0,"268 West 135th Street, New York",40.8160858,-73.946028,Manhattan,Central Harlem North-Polo Grounds
7475,Green Land,ChIJKT3BQm_2wokRp1UsrqbPyjc,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"1522 Amsterdam Avenue, New York",40.8191659,-73.9522531,Manhattan,Manhattanville
7476,Pepo’s Pizza,ChIJ1y7mQm_2wokRPqoqstcPkq0,4.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",105.0,1.0,"1522 Amsterdam Avenue, New York",40.8191441,-73.9522861,Manhattan,Manhattanville
