,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood,Neighborhood_Cat,Borough_Cat
0,Taste 'n Toast,ChIJIZ1iWDvxZUARFTFQdNz__zY,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,,"5516 New Utrecht Avenue, Brooklyn",40.6310003,-73.99579320000002,Brooklyn,Borough Park,17,1
1,Kim Ess Doo,ChIJo8qv7ZZFwokRDyIWbbdbAT4,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",118.0,1.0,"5507 13th Avenue, Brooklyn",40.631249200000006,-73.9957671,Brooklyn,Borough Park,17,1
2,Cafe Pobeda,ChIJ3blGNDBFwokR9n92csKLHGk,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",232.0,,"5610 New Utrecht Avenue #4631, Brooklyn",40.630615,-73.995976,Brooklyn,Borough Park,17,1
3,Gobo's Cafe,ChIJAREfbUlFwokRyc0APiYVMbM,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"5421 New Utrecht Avenue, Brooklyn",40.6315888,-73.995292,Brooklyn,Borough Park,17,1
4,"Luzee Takeout, Kosher Deli, Catering",ChIJNTbi2zFFwokRToG0YfqOGRQ,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,,"5421 New Utrecht Avenue # A, Brooklyn",40.63162839999999,-73.9952991,Brooklyn,Borough Park,17,1
5,Gobo's Cafe,ChIJv8ja2zFFwokRM29S4wxvTfw,4.4,"['cafe', 'meal_delivery', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",307.0,2.0,"5421 New Utrecht Avenue, Brooklyn",40.6316373,-73.995203,Brooklyn,Borough Park,17,1
6,Meisner's Take Home Food,ChIJt5U95jFFwokRWg58GhTaYsk,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",46.0,,"5410 New Utrecht Avenue, Brooklyn",40.6321993,-73.9955413,Brooklyn,Borough Park,17,1
7,MASBIA of Boro Park,ChIJhTda7zFFwokR07qPxM-5SeA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.0,,"5402 New Utrecht Avenue, Brooklyn",40.63236,-73.99551899999999,Brooklyn,Borough Park,17,1
8,Panino Toasty Delicious,ChIJSWKSekpFwokRWTVZwsreS_I,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",121.0,,"5401 13th Avenue, Brooklyn",40.6320159,-73.994917,Brooklyn,Borough Park,17,1
9,Schnitzi,ChIJFWip-jFFwokR2VEXLlzEA6Y,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",438.0,1.0,"5326 New Utrecht Avenue, Brooklyn",40.63263900000001,-73.995474,Brooklyn,Borough Park,17,1
10,Ess&Bentch Boro Park,ChIJhcDp_s1FwokRSCI0LfhNgSY,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",59.0,,"5326 13th Avenue, Brooklyn",40.63244990000001,-73.99506339999998,Brooklyn,Borough Park,17,1
11,Dips,ChIJw1JEHC5FwokRP1qIrecfA1Y,4.8,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",572.0,2.0,"5315 13th Avenue, Brooklyn",40.632276,-73.99451499999998,Brooklyn,Borough Park,17,1
12,Yossi's Sweet House,ChIJDxA0HydFwokRsVmdVzIm2-Y,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",55.0,1.0,"5304 New Utrecht Avenue, Brooklyn",40.6331237,-73.9953692,Brooklyn,Borough Park,17,1
13,Urbana,ChIJVVUBBi5FwokR50VGU0rFcT0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",477.0,2.0,"1305 53rd Street, Brooklyn",40.6326687,-73.9940434,Brooklyn,Borough Park,17,1
14,Sub Express,ChIJ39jfBi5FwokRONL9Vx5uW7w,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",480.0,2.0,"5217 13th Avenue, Brooklyn",40.6328756,-73.99415690000002,Brooklyn,Borough Park,17,1
15,Deli 52,ChIJF0ZZ5S1FwokRp3vbZqKA1fE,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",519.0,2.0,"5120 13th Avenue, Brooklyn",40.63363620000001,-73.9939115,Brooklyn,Borough Park,17,1
16,Sushi Meshuna,ChIJWSAR5y1FwokROepafQL49JU,4.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",217.0,1.0,"5115 13th Avenue, Brooklyn",40.6333737,-73.9934571,Brooklyn,Borough Park,17,1
17,J2 Pizza,ChIJbwMH7y1FwokRSLWO1_ew2D8,4.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",96.0,2.0,"5114 13th Avenue, Brooklyn",40.633749,-73.99382800000002,Brooklyn,Borough Park,17,1
18,El Buffalito Grill,ChIJabGJkjpFwokRkXKSVYGqmmY,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",58.0,1.0,"6012 New Utrecht Avenue, Brooklyn",40.627398,-73.996901,Brooklyn,Borough Park,17,1
19,Le Buffet,ChIJL-0aNyZFwokRff7KScaG8as,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",74.0,,"5501 17th Avenue, Brooklyn",40.62597969999999,-73.9865323,Brooklyn,Borough Park,17,1
20,JII Pizza,ChIJ1_WnoidFwokRReO1uB00pgU,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",194.0,1.0,"5502 18th Avenue, Brooklyn",40.62492200000001,-73.984667,Brooklyn,Borough Park,17,1
21,Vaad Hachnosas Orchim Guest,ChIJTQCkEChFwokRe-u4uPXeCaA,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"1733 52nd Street, Brooklyn",40.627495,-73.983761,Brooklyn,Borough Park,17,1
22,Veggies Inc,ChIJEdy4-SdFwokRnp7RwBpwHSY,4.7,"['convenience_store', 'grocery_or_supermarket', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",9.0,,"5301 18th Avenue, Brooklyn",40.625856,-73.9832038,Brooklyn,Borough Park,17,1
23,Glatt A La Carte,ChIJJwEg-ddEwokROudgJLI-Kt0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",893.0,2.0,"5123 18th Avenue, Brooklyn",40.6265615,-73.9824403,Brooklyn,Borough Park,17,1
24,MSL Estates,ChIJQRu7JihFwokRaK9Do43L4i0,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"1725 51st Street, Brooklyn",40.62813999999999,-73.98333579999998,Brooklyn,Borough Park,17,1
25,Kaff Kafe,ChIJtwa5tyhFwokRVnJSVx4xyws,4.5,"['meal_delivery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",318.0,2.0,"5320 16th Avenue, Brooklyn",40.62848549999999,-73.98838520000002,Brooklyn,Borough Park,17,1
26,Big Fleishig's Express,ChIJYTGvVy9FwokRvhXzOxC0jDA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",227.0,2.0,"5508 16th Avenue, Brooklyn",40.62756809999999,-73.9894073,Brooklyn,Borough Park,17,1
27,City cafe kosher,ChIJJbfp2qhFwokRX2j5UjFrzgE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"4923 18th Avenue, Brooklyn",40.6277915,-73.9812671,Brooklyn,Borough Park,17,1
28,Sushi Glatt,ChIJdWo8p9tFwokRZvXvQ2MxOSs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"5009 16th Avenue, Brooklyn",40.6301102,-73.98618239999998,Brooklyn,Borough Park,17,1
29,Moti's,ChIJRxX1CClFwokRhxDzLH1JHTE,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",141.0,1.0,"5007 16th Avenue, Brooklyn",40.6301407,-73.98611190000003,Brooklyn,Borough Park,17,1
30,Hadar Geulah,ChIJ3WGNyyZFwokR2rEXFNl5UUM,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",236.0,2.0,"5914 18th Avenue, Brooklyn",40.6223882,-73.98709389999998,Brooklyn,Borough Park,17,1
31,Bh Food Corporation,ChIJ6VdhUNhEwokRCYgAaTATOrY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"1914 53rd Street, Brooklyn",40.6242457,-73.98069799999998,Brooklyn,Borough Park,17,1
32,Dagan Dairy,ChIJ50GahClFwokRso4l2YWdcCQ,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",152.0,1.0,"4820 16th Avenue, Brooklyn",40.63131,-73.985534,Brooklyn,Borough Park,17,1
33,Lieberman Luncheonette,ChIJeyOpjilFwokRcOe1YiPD_iU,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",54.0,,"4801 16th Avenue, Brooklyn",40.63139400000001,-73.984858,Brooklyn,Borough Park,17,1
34,A & L Pizza Restaurant,ChIJQ85jRSFFwokRUhDlGwfjlG0,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,,"6024 18th Avenue, Brooklyn",40.6215929,-73.9878756,Brooklyn,Borough Park,17,1
35,Anita's,ChIJHYD97CRFwokRn0vY19svqv0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,"6100 16th Avenue, Brooklyn",40.624283,-73.992763,Brooklyn,Bensonhurst West,16,1
36,Good Day,ChIJt-ODYSFFwokRDKwtLRsmf7Q,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",226.0,2.0,"6202 18th Avenue, Brooklyn",40.6208381,-73.9886856,Brooklyn,Bensonhurst West,16,1
37,Like Cafe,ChIJq6rtZCFFwokRxApf8ZfR_2o,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",233.0,1.0,"6205 18th Avenue, Brooklyn",40.620582,-73.98840909999998,Brooklyn,Bensonhurst West,16,1
38,10AM Breakfast Bar,ChIJlww0HAdbwokR2rnO5dC6Izk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park,17,1
39,10am Breakfast Bar,ChIJ_c3ELVBbwokRiw6-l0iOj44,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,,"3808 13th Avenue, Brooklyn",40.6411464,-73.9860791,Brooklyn,Borough Park,17,1
40,VIP Grill,ChIJe9SR0NVawokRfzxuaVI3jh8,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",702.0,2.0,"3715 13th Avenue, Brooklyn",40.6413313,-73.98533189999998,Brooklyn,Borough Park,17,1
41,Sin Fronteras Restaurant,ChIJm-cU7WpbwokRkHrbZkGcFnk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"3913 13th Avenue, Brooklyn",40.6401753,-73.986389,Brooklyn,Borough Park,17,1
42,Table 40,ChIJLeNeWtRawokRsyBc5FDjiag,4.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",322.0,2.0,"4001 13th Avenue, Brooklyn",40.6399,-73.9868,Brooklyn,Borough Park,17,1
43,El Morro Tecleño,ChIJ4WVuW9RawokRDb2UsMR-34w,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,,"4005 13th Avenue, Brooklyn",40.6398592,-73.98683609999998,Brooklyn,Borough Park,17,1
44,The Loft Steakhouse,ChIJL256UNRawokRrFQgMDgOXBM,4.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1540.0,3.0,"1306 40th Street, Brooklyn",40.6397244,-73.98682120000002,Brooklyn,Borough Park,17,1
45,The Loft Steakhouse - Party Room,ChIJS6Opt4lbwokRmsR3twS3IlE,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"4009 13th Avenue, Brooklyn",40.6397273,-73.9869453,Brooklyn,Borough Park,17,1
46,Platers & co New York,ChIJpad_X9RawokRLN9SHld8Zrs,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,,"4021 13th Avenue, Brooklyn",40.6395254,-73.98712359999998,Brooklyn,Borough Park,17,1
47,Breadberry Local at Brooklyn Square,ChIJ54aODypbwokR5rl3nfAufKQ,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",82.0,2.0,"3611 14th Avenue, Brooklyn",40.64057449999999,-73.98229609999999,Brooklyn,Borough Park,17,1
48,Las Marinas,ChIJCeJ-ENVawokRaZXP4P2sWz8,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",7.0,,"4018 14th Avenue, Brooklyn",40.63846159999999,-73.98524609999998,Brooklyn,Borough Park,17,1
49,Yi Min,ChIJde6hQ9FawokRgptEkIP0kcc,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",71.0,,"3821 Fort Hamilton Parkway, Brooklyn",40.643161000000006,-73.990078,Brooklyn,Borough Park,17,1
50,Sandwich Express,ChIJOU-ooNdawokRKJLrdyzcO8w,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.0,,"3461 Fort Hamilton Parkway, Brooklyn",40.645217,-73.985934,Brooklyn,Kensington-Ocean Parkway,88,1
51,Mi Barrio,ChIJR7I_jSlbwokRZU37G6d6oL4,4.1,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",162.0,2.0,"3415 14th Avenue, Brooklyn",40.64166669999999,-73.98138890000001,Brooklyn,Borough Park,17,1
52,Welcome chili,ChIJbx1frTRbwokRg-EZMjyCSWA,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,,"3806 Fort Hamilton Parkway, Brooklyn",40.64365339999999,-73.9902359,Brooklyn,Sunset Park East,159,1
53,First Hand Food,ChIJF5i-riNhwokRVIm_qWftgZ0,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"142-54 Roosevelt Avenue, Flushing",40.76072720000001,-73.82467679999998,Queens,Flushing,62,3
54,LKF CAFE 蘭桂坊,ChIJixcpC2phwokRR4oT4WQ5b1U,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,,"142-38 Roosevelt Avenue, Flushing",40.76078889999999,-73.82479909999998,Queens,Flushing,62,3
55,LKF Group 蘭桂坊,ChIJScl68CRhwokRSzlOymBzCHc,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",51.0,,"142-38 Roosevelt Avenue, Flushing",40.760691400000006,-73.82521080000002,Queens,Flushing,62,3
56,Sam Won Gahk,ChIJM_jnmBlgwokRCHxrZQrFbHM,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",457.0,2.0,"144-20 Northern Boulevard, Flushing",40.76459500000001,-73.82255699999997,Queens,Murray Hill,110,3
57,天府小串城 Tianfu BBQ,ChIJD_WveSRhwokRyXt-bG4tUgU,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,,"144-18 Northern Boulevard, Flushing",40.7646115,-73.82267220000001,Queens,Murray Hill,110,3
58,Tianfulao,ChIJ8e1yCxlgwokRurXYAmJfvUo,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,,"144-18 Northern Boulevard, Queens",40.7646948,-73.822822,Queens,Murray Hill,110,3
59,San Soo Kap San | Korean BBQ Flushing | Korean Restaurant | 산수갑산 플러싱 맛집,ChIJyYxgixBgwokRqf5iadorIBU,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",487.0,2.0,"38-13 Union Street, Flushing",40.7612743,-73.82677629999998,Queens,Flushing,62,3
60,미선식당 美善饭店 Mei Shan Restaurant,ChIJS08cjSdhwokRGH3dTdcS05k,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,,"141-41 Northern Boulevard, Flushing",40.7645412,-73.8249416,Queens,Flushing,62,3
61,树木屋 东北料理,ChIJOSRvLRpgwokRfJOWaQj5RZ8,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,,"141-41 Northern Boulevard, Flushing",40.7645412,-73.8249416,Queens,Flushing,62,3
62,Tacos Bravos,ChIJB9I4U49hwokRy6zl5kyM-FA,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",52.0,,"146 St &, Northern Boulevard, Flushing",40.76512460000001,-73.82051919999998,Queens,Murray Hill,110,3
63,Fried Dumpling Shan Tong,ChIJO-LbNcGKwokR5QJiIzBNwnw,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"40 E 4th St, Flushing",40.7601948,-73.8265363,Queens,Flushing,62,3
64,Los Marinillos,ChIJt9cWr4hhwokRj2Jwp2MGRR4,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,,"141-08 Northern Boulevard, Flushing",40.764251400000006,-73.82546169999998,Queens,Flushing,62,3
65,T-swirl crêpe,ChIJyws2-xBgwokRVk1dvoKER1A,4.6,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",441.0,1.0,"40 08 Union Street, Flushing",40.760189,-73.82655079999998,Queens,Flushing,62,3
66,Jie Jie Sheng,ChIJA1Kx_BBgwokRYf6jpVXG9LI,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"40-04 Union Street, Flushing",40.7602203,-73.82657890000002,Queens,Flushing,62,3
67,Salty Stew 滷制大师,ChIJAQDb_BBgwokRmDPWWZ1gTYM,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,,"4010 Union Street, Flushing",40.76011430000001,-73.82652519999998,Queens,Flushing,62,3
68,Peking Empire,ChIJj9cdNBpgwokRSeTgxMlUMtk,4.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",84.0,1.0,"141-6 Northern Boulevard, Flushing",40.7642484,-73.82554040000002,Queens,Flushing,62,3
69,Madina’s Halal Cart,ChIJEy6tSBBgwokRRqymcVT6BYc,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,,"136-81 39th Avenue, Flushing",40.7611927,-73.82699649999998,Queens,Flushing,62,3
70,Haneul Babsang Korean Food,ChIJmaGw0CZgwokRdZVlGVxYvHw,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",83.0,1.0,"151-29 34th Avenue, Flushing",40.767349,-73.81182690000001,Queens,Murray Hill,110,3
71,El Recuerdo,ChIJRd_IJR9gwokRl1hFw6fvXp4,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",183.0,,"14605 34th Avenue, Flushing",40.7674865,-73.82091919999998,Queens,Murray Hill,110,3
72,Golden Door,ChIJRd_IJR9gwokRrV_EBempTtw,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,"14605 34th Avenue, Flushing",40.76736920000001,-73.8209042,Queens,Murray Hill,110,3
73,Dae Bak Restaurant,ChIJbQyPJR9gwokR4Iy8RG51wUY,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,,"146-06 34th Avenue, Flushing",40.7671557,-73.82085079999997,Queens,Murray Hill,110,3
74,부뚜막 (Buttumak),ChIJIUsF1yNgwokRoywmpmriEXo,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",60.0,,"150-05 Northern Boulevard, Flushing",40.765468,-73.814847,Queens,Murray Hill,110,3
75,CafeVine,ChIJF7HlEXlhwokRqvVa4XuEND8,4.1,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",107.0,,"150-13 Northern Boulevard, Flushing",40.7653787,-73.81460030000002,Queens,Murray Hill,110,3
76,Northern Wang Mandoo,ChIJLYGl0iNgwokRyqJ9WT32WAs,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",34.0,,"149-44 Northern Boulevard, Flushing",40.7651496,-73.8153926,Queens,Murray Hill,110,3
77,Han yang Sushi,ChIJV05_GpJhwokRfZnVq8yoCh0,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,"150-51 Northern Boulevard, Flushing",40.7654199,-73.8132047,Queens,Murray Hill,110,3
78,Northern King Dumpling 노던 왕만두,ChIJHZ4EB35hwokRuolhLvahQ3c,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,,"14944 Northern Boulevard, Flushing",40.765126,-73.81554399999997,Queens,Murray Hill,110,3
79,New York K-BBQ,ChIJy6XR4sJhwokRyp_7VMom884,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,,"149-06 Northern Boulevard, Flushing",40.7651402,-73.8168639,Queens,Murray Hill,110,3
80,Yi Jia Kitchen 忆家馆,ChIJHyDE6o9hwokRJ63kvTYEt7k,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,,"14748 Northern Boulevard, Flushing",40.765208799999996,-73.8174595,Queens,Murray Hill,110,3
81,Gossip House-韩国料理,ChIJvUA0ECJgwokR8E4fkoJykzk,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",93.0,,"147-46 Northern Boulevard, Flushing",40.7651983,-73.8175455,Queens,Murray Hill,110,3
82,Appetizing Grill 串江湖,ChIJe9SOoZxhwokRXRf434paxto,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",35.0,,"14734B Northern Boulevard, Flushing",40.76510489999999,-73.8178093,Queens,Murray Hill,110,3
83,Kun sohn Noodle House,ChIJg0EJz0phwokR0bEqvSLB_Ss,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,,"3504 154th Street, Flushing",40.7658738,-73.8110542,Queens,Murray Hill,110,3
84,Dynasty Chinese Restaurant,ChIJ1RYvECJgwokRYI3212ZOqiQ,3.6,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.0,1.0,"147-18 Northern Boulevard, Flushing",40.7651034,-73.8185009,Queens,Murray Hill,110,3
85,X-tra Cheese Pizza,ChIJ07UBCiJgwokReeuALFCHd-g,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",150.0,1.0,"14720 Northern Boulevard, Flushing",40.76509399999999,-73.81847599999998,Queens,Murray Hill,110,3
86,Picnic Garden BBQ BUFFET,ChIJAQAAACNgwokRiHWdFwytytU,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1548.0,2.0,"154-05 Northern Boulevard, Flushing",40.7648348,-73.8105618,Queens,Murray Hill,110,3
87,Byung Chun Soondae,ChIJS6Ns0CVgwokRv5kFOK-_TyA,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",366.0,2.0,"15603 Northern Boulevard, Flushing",40.7643776,-73.8088684,Queens,Murray Hill,110,3
88,Northern Sushi,ChIJI0hFFyRgwokRZy7nx8t9v-0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",130.0,,"15314 Northern Boulevard #4, Queens",40.7646038,-73.8113521,Queens,Murray Hill,110,3
89,병천자매순대,ChIJq5haMe5hwokRDl0Kp1IHcy0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,"156-11 Northern Boulevard, Flushing",40.76419370000001,-73.80887729999998,Queens,Murray Hill,110,3
90,Geo Si Gi,ChIJgz9pDyRgwokRLWxaY8LljBY,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",251.0,2.0,"15228 Northern Boulevard, Flushing",40.7647333,-73.81202499999998,Queens,Murray Hill,110,3
91,Bonjuk New York,ChIJu9xODyRgwokR1hHug4iciCo,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",171.0,2.0,"152-26 Northern Boulevard, Flushing",40.76473950000001,-73.8120546,Queens,Murray Hill,110,3
92,Mr. Soon Tofu,ChIJozIvBiRgwokREAJ-EbS7MS8,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",258.0,2.0,"152-22 Northern Boulevard, Flushing",40.7647675,-73.81224519999998,Queens,Murray Hill,110,3
93,New York Kim-Bob NaRa,ChIJdaIIYkf9ZUARVNQ6csPVhbc,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",59.0,1.0,"153-02 Northern Boulevard, Flushing",40.76464319999999,-73.81192399999998,Queens,Murray Hill,110,3
94,Dadam,ChIJoWwEBiRgwokRtL_1Y1F_8sA,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",163.0,,"152-24 Northern Boulevard, Flushing",40.76468060000001,-73.8121598,Queens,Murray Hill,110,3
95,JJ BAR & BISTRO,ChIJYYAGOiRgwokRZG418Kq721M,4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",109.0,2.0,"154-17 Roosevelt Avenue, Flushing",40.764123,-73.81021170000002,Queens,Murray Hill,110,3
96,Green Garden,ChIJ-0t195qKwokR5aynnYBJRCM,3.7,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",54.0,1.0,"2220 154th Street, Whitestone",40.77791089999999,-73.80940389999998,Queens,Whitestone,177,3
97,Zaiqa Halal Food,ChIJpZKlziVgwokRDq643BjqGpM,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,,"156-50, 156-0 25th Drive, Flushing",40.76391599999999,-73.8087772,Queens,Murray Hill,110,3
98,Sodam,ChIJE7PKwCVgwokR-83gqpnENMw,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",158.0,2.0,"156-50 Northern Boulevard, Flushing",40.7636584,-73.8083887,Queens,Murray Hill,110,3
99,Hamburguesas El GORDO,ChIJtY87_T5fwokRrSzBzzROjek,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,"96-08 31st Avenue, Flushing",40.76049450000001,-73.8724979,Queens,East Elmhurst,46,3
100,Cali Aji,ChIJheZgIZRfwokRHuhcXBonb_w,4.5,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",474.0,1.0,"98-15 Astoria Boulevard, East Elmhurst",40.762438,-73.87074009999998,Queens,East Elmhurst,46,3
101,Cafe Algo Mas,ChIJzbE1IpRfwokRWns14wJLEt4,4.4,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",51.0,,"9813 Astoria Boulevard, Flushing",40.7624907,-73.87085019999998,Queens,East Elmhurst,46,3
102,New King's Garden,ChIJzbM5a5ZfwokRO2RUHAOhp7A,4.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",45.0,1.0,"9606 31st Avenue, East Elmhurst",40.760437,-73.87256099999998,Queens,East Elmhurst,46,3
103,La Kuchara,ChIJVYXnQ5ZfwokRbeGEs0Su9oM,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",261.0,2.0,"95 07 31st Avenue, Queens",40.76075150000001,-73.8730704,Queens,East Elmhurst,46,3
104,Cafe Grill,ChIJTzjI7pZfwokRouhEEB3T5IE,4.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",64.0,,"2602 96th Street, East Elmhurst",40.7625784,-73.8732445,Queens,East Elmhurst,46,3
105,Barzola,ChIJAY7iVQNfwokR-dHjYN5BTRQ,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",317.0,,"95-20 Astoria Boulevard, East Elmhurst",40.762455,-73.87339200000002,Queens,East Elmhurst,46,3
106,Nuevo Barzola Fusion,ChIJ4SKaeP5fwokReygwbA3U8O4,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",8.0,,"95-20 Astoria Boulevard, East Elmhurst",40.7624589,-73.87339330000002,Queens,East Elmhurst,46,3
107,Lucky's Queens,ChIJj2cRXZRfwokR36kKdVSSQLM,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",59.0,,"100-11 Astoria Boulevard, Flushing",40.7621109,-73.86877290000002,Queens,East Elmhurst,46,3
